Grade;Area;Topic;Code;Description
K; Many Roles in Living, Learning, and Working Together;Topic 2: Geography: connections among places;HSS.K.T2.05;Use maps, photographs, their own drawings or other representations to show and explain to others the location of important places and relationships among places in the immediate neighborhood of the student?s home or school.For example, a student uses a map and a series of photographs of the school and its surrounding area as visual aids when she explains to a friend where the school bus stops, where it is safe to cross the street with the crossing guard, where to enter the school, and where to find the swings or a place to play ball on the playground.
K; Many Roles in Living, Learning, and Working Together;Topic 2: Geography: connections among places;HSS.K.T2.06;Construct maps, drawings, and models that show physical features of familiar places.
K; Many Roles in Living, Learning, and Working Together;Topic 3: History: shared traditions;HSS.K.T3.01;Describe how some days, called civic holidays, are special because they celebrate important events or people in history (See the Resource Supplement, Section III, for a list of state, national, and international civic holidays and their histories).
K; Many Roles in Living, Learning, and Working Together;Topic 3: History: shared traditions;HSS.K.T3.02;Contrast and compare traditions and celebrations of peoples with diverse cultural backgrounds.
K; Many Roles in Living, Learning, and Working Together;Topic 3: History: shared traditions;HSS.K.T3.03;"Put events from their personal lives, observations of the natural world, and from stories and informational texts read or read aloud in temporal order, using words and phrases relating to chronology and time, including:

a. Sequential actions: first, next, last;
b. Chronology and time: now, then, long ago, before, after, morning, afternoon, night, today, tomorrow, yesterday, last or next week, last or next month, last or next year."
K; Many Roles in Living, Learning, and Working Together;Topic 4: Economics: work and commerce (shared with pre-kindergarten);HSS.K.T4.01 ;Working With prompting and support, describe some things people do when they work inside and outside of the home, drawing on personal experience, literature, and informational texts.
K; Many Roles in Living, Learning, and Working Together;Topic 4: Economics: work and commerce (shared with pre-kindergarten);HSS.K.T4.02;Buying, Selling and Trading Goods and ServicesWith prompting and support, ask and answer questions about buying, selling or trading something and explain how people make choices about the things they need and want.
K; Many Roles in Living, Learning, and Working Together;Topic 4: Economics: work and commerce (shared with pre-kindergarten);HSS.K.T4.03;With prompting and support, give examples from personal experience, literature, or informational texts of goods and services that people purchase with money they earn.
1; Leadership, Cooperation, Unity and Diversity;Topic 1: Civics: communities, elections, and leadership;HSS.1.T1.01;"Demonstrate understanding of the benefits of being part of a group and explain what it means to be a member of a group; follow the group?s rules, limits, responsibilities and expectations, and explain reasons for rules to others. For example, to clarify the concept of membership, students brainstorm the groups they belong to simultaneously ? e.g., they are members of a family, a classroom, a school, perhaps a sports team, a scout group, an arts club, a religious group, a neighborhood community, town, city, or country. With their teacher, they make a list of some of the different expectations of each group and look for the similarities among them."
1; Leadership, Cooperation, Unity and Diversity;Topic 1: Civics: communities, elections, and leadership;HSS.1.T1.02;Investigate the various roles that members of a group play and explain how those roles contribute to achieving a common goal.
1; Leadership, Cooperation, Unity and Diversity;Topic 1: Civics: communities, elections, and leadership;HSS.1.T1.03;Demonstrate understanding that a leader is also a member of a group, but takes on a different role with more responsibility for inspiring others, organizing and delegating activities, and helping the group make decisions. For example, students working on a project in a small group take on the roles of leader, recorder or reporter, illustrator, or timekeeper.
1; Leadership, Cooperation, Unity and Diversity;Topic 1: Civics: communities, elections, and leadership;HSS.1.T1.04;Analyze examples of leadership and leaders from history, everyday life, and from literature and informational texts read or read aloud, and describe the qualities of a good leader.
1; Leadership, Cooperation, Unity and Diversity;Topic 1: Civics: communities, elections, and leadership;HSS.1.T1.05;Give examples of why members of a group who hold different views need ways to make decisions, and explain how members of a group can make fair decisions or choose leaders by voting. For example, students get practical experience in the concept of democracy by discussing and voting on what the responsibilities of class leaders should be, then voting to elect class leaders for the day or week.
1; Leadership, Cooperation, Unity and Diversity;Topic 1: Civics: communities, elections, and leadership;HSS.1.T1.06;Explain that an election is a kind of voting in which people select leaders. For example, students connect their discussion of leadership qualities to the idea of elections, listing the qualities they would look for in a candidate for election.
1; Leadership, Cooperation, Unity and Diversity;Topic 1: Civics: communities, elections, and leadership;HSS.1.T1.07;Identify some leaders who are chosen by elections (e.g., the President of the United States, the Governor of Massachusetts, the captain of a soccer team) and explain their roles.
1; Leadership, Cooperation, Unity and Diversity;Topic 1: Civics: communities, elections, and leadership;HSS.1.T1.08;"Demonstrate understanding that members of a town, city, or nation in the United States are called citizens, and that their rights and responsibilities include electing leaders who serve fixed terms; paying attention to the leader?s actions, and deciding whether or not to re-elect them on the basis of how well they have served citizens."
1; Leadership, Cooperation, Unity and Diversity;Topic 1: Civics: communities, elections, and leadership;HSS.1.T1.09;Explain that all people born in the United States are citizens, while some people become citizens after moving to the Unites States from another country. Understand that some residents of the United States are not citizens, but are still members of the community with rights and responsibilities.
1; Leadership, Cooperation, Unity and Diversity;Topic 1: Civics: communities, elections, and leadership;HSS.1.T1.10;Evaluate the qualities of a good citizen or member of the community, drawing on examples from history, literature, informational texts, news reports, and personal experiences.
1; Leadership, Cooperation, Unity and Diversity;Topic 2: Geography: places to explore;HSS.1.T2.01;How can maps help people locate places and learn about them? Explain that a map represents spaces and helps one identify locations and features.
1; Leadership, Cooperation, Unity and Diversity;Topic 2: Geography: places to explore;HSS.1.T2.02;"Identify and use language for cardinal directions (north, east, south, west) when locating and describing places on a map; use a map to identify the location of major cities and capitals (e.g., Boston, Massachusetts, Washington D.C., Mexico City, Mexico) and investigate factors that explain why these locations became important cities."
1; Leadership, Cooperation, Unity and Diversity;Topic 2: Geography: places to explore;HSS.1.T2.03;Explain that a city that is called a capital is the center of government for a state or nation.
1; Leadership, Cooperation, Unity and Diversity;Topic 2: Geography: places to explore;HSS.1.T2.04;Locate and explain physical features (e.g., continents, oceans, rivers, lakes, mountains) on maps and construct maps and other representations of local places.
1; Leadership, Cooperation, Unity and Diversity;Topic 2: Geography: places to explore;HSS.1.T2.05;Demonstrate understanding that people from different parts of the world can have different ways of living, customs, and languages.
1; Leadership, Cooperation, Unity and Diversity;Topic 3: History: unity and diversity in the United States;HSS.1.T3.01;Provide evidence to explain some of the ways in which the people of the United States are unified (e.g., share a common national history) and diverse (e.g., have different backgrounds, hold different beliefs, and have different celebrations, cultural traditions, and family structures). Students should learn about each others? families and types of families that may be different from their own (e.g., single-parent, blended, grandparent-headed, foster, LGBT, multiracial). They should begin to develop an understanding of the diversity of the people of the United States and at the same time, how people of different backgrounds can still hold in common shared values of politeness, courage, honesty, respect, and reliability. Students should be able to conduct investigations about unity and diversity by reading/looking at picture books about families of diverse backgrounds or interviewing friends, family members, neighbors, or school staff, and then reporting their findings about what people from diverse backgrounds have contributed to the nation, the Commonwealth, or the local community
1; Leadership, Cooperation, Unity and Diversity;Topic 3: History: unity and diversity in the United States;HSS.1.T3.02;"Demonstrate understanding of the ways people show pride in belonging to the United States by recognizing and explaining the meaning of unifying symbols, phrases, and songs: 

a. national symbols (e.g., the United States flag, the bald eagle, the White House, and the Statue of Liberty)
b. words, mottoes, phrases, and sentences associated with the United States (e.g., ?U.S.A.?  or ?America? standing for United States of America, the Latin motto, ?e pluribus unum,? on coins, currency, and the seal of the United States, translated as ?Out of Many, One,?  and the? Pledge of Allegiance"") 
c. the melodies and lyrics of patriotic songs (e.g., ?America the Beautiful,? ?My Country, ?Tis of Thee,? ?God Bless America,? and ?The Star-Spangled Banner?)"
1; Leadership, Cooperation, Unity and Diversity;Topic 3: History: unity and diversity in the United States;HSS.1.T3.03;"Recognize and document sequential patterns in seasonal events or personal experiences, using a calendar and words and phrases relating to chronology and time, (e.g., in the past or future; present, past, and future tenses of verbs)."
1; Leadership, Cooperation, Unity and Diversity;Topic 4: Economics: resources and choices (shared with grade 2);HSS.1.T4.01;Explain the relationship between natural resources and industries and jobs in a particular location (e.g., fishing, shipbuilding, farming, trading, mining, lumbering, manufacturing).
1; Leadership, Cooperation, Unity and Diversity;Topic 4: Economics: resources and choices (shared with grade 2);HSS.1.T4.02;Distinguish a renewable resource from a non-renewable resource.
1; Leadership, Cooperation, Unity and Diversity;Topic 4: Economics: resources and choices (shared with grade 2);HSS.1.T4.03;Explain that people are a resource too, and that the knowledge and skills they gain through school, college, and work make possible innovations and technological advancements that lead to an ever-growing share of goods and services.
1; Leadership, Cooperation, Unity and Diversity;Topic 4: Economics: resources and choices (shared with grade 2);HSS.1.T4.04;Earning Income: Explain what it means to be employed and define the terms income, wages, and salary.
1; Leadership, Cooperation, Unity and Diversity;Topic 4: Economics: resources and choices (shared with grade 2);HSS.1.T4.05;Buying Goods and Services: Give examples of products (goods) that people buy and use.
1; Leadership, Cooperation, Unity and Diversity;Topic 4: Economics: resources and choices (shared with grade 2);HSS.1.T4.06;Give examples of services people do for each other.
1; Leadership, Cooperation, Unity and Diversity;Topic 4: Economics: resources and choices (shared with grade 2);HSS.1.T4.07;"Give examples of choices people have to make about buying goods and services (e.g., food for the family or a video game; bus fare to get to work or a movie ticket for entertainment) and why they have to make choices (e.g., because they have only enough money for one purchase, not two)."
1; Leadership, Cooperation, Unity and Diversity;Topic 4: Economics: resources and choices (shared with grade 2);HSS.1.T4.08;Analyze examples of voluntary choices people make about buying goods and services (e.g., to buy from a company that supports its workers or protects the environment).
1; Leadership, Cooperation, Unity and Diversity;Topic 4: Economics: resources and choices (shared with grade 2);HSS.1.T4.09;Saving: Compare and contrast reasons why people save some of their money (e.g., deciding to put some of it aside for later for a future purchase, for a charitable donation or for an emergency)
2; Global Geography;Topic 1: Reading and making maps;HSS.2.T1.01;Explain the kinds of information provided by components of a map (e.g., compass rose/cardinal directions, scale, key/legend, title) and give examples of how maps can show relationships between humans and the environment (e.g., travel, roads, natural resources, agriculture, mining).
2; Global Geography;Topic 1: Reading and making maps;HSS.2.T1.02;Compare different kinds of map projections (e.g., Mercator, Peters) and explain how they represent the world differently.
2; Global Geography;Topic 1: Reading and making maps;HSS.2.T1.03;Construct a map of a familiar location (e.g., the school, the neighborhood, a park)
2; Global Geography;Topic 2: Geography and its effects on people;HSS.2.T2.01;On a map of the world and on a globe, locate all the continents and some major physical characteristics on each continent (e.g., lakes, seas, bays, rivers and tributaries, mountains and mountain ranges, and peninsulas, deserts, plains).
2; Global Geography;Topic 2: Geography and its effects on people;HSS.2.T2.02;On a map of the world and on a globe, locate the oceans of the world, and explain the importance of oceans and how they make the world habitable.
2; Global Geography;Topic 2: Geography and its effects on people;HSS.2.T2.03;Explain how the location of landforms and bodies of water helps determine conditions (i.e., climate, weather, vegetation) for habitable living.
2; Global Geography;Topic 2: Geography and its effects on people;HSS.2.T2.04;Explain and describe human interactional with the physical world (the environment).
2; Global Geography;Topic 3: History: migrations and cultures;HSS.2.T3.01;Investigate reasons why people migrate (move) to different places around the world, recognizing that some migration is voluntary, some forced (e.g., refugees, people driven from their homelands, enslaved people).
2; Global Geography;Topic 3: History: migrations and cultures;HSS.2.T3.02;Give examples of why the United States is called ?a nation of immigrants?.
2; Global Geography;Topic 3: History: migrations and cultures;HSS.2.T3.03;Conduct interviews with family members, neighbors, friends, or school staff to discover where their families came from, how and why they moved to where they now live, and when and why their families came to Massachusetts.
2; Global Geography;Topic 3: History: migrations and cultures;HSS.2.T3.04;"Identify what individuals and families bring with them (e.g., memories, cultural traits, goods, ideas, and languages or ways of speaking) when they move to a different place and identify the significant impacts of migration; identify elements that define the culture of a society (e.g., language, literature, arts, religion, traditions, customs); explain how the community is enriched by contributions from all the people who form it today. Clarification Statement: Students should be able to give examples of traditions or customs from other countries practiced in the United States today, with a focus on the cultures represented in the class and what those cultures have contributed to U.S. society; describe traditional foods, customs, games, and music of the place they, their family, or their ancestors came."
2; Global Geography;Topic 4: Civics in the context of geography: countries and governments;HSS.2.T4.01;Recognize the difference between physical geography and political geography. For example, students learn that Africa is a continent (physical geography) that includes a number of independent countries (e.g., Egypt, Somalia, Nigeria).
2; Global Geography;Topic 4: Civics in the context of geography: countries and governments;HSS.2.T4.02;Explain the characteristics of a country.
2; Global Geography;Topic 4: Civics in the context of geography: countries and governments;HSS.2.T4.03;Locate and analyze information and present a short research report on the physical features, resources, and people of a country outside the United States.
2; Global Geography;Topic 5a: Resources;HSS.2.T5a.01;Explain the relationship between natural resources and industries and jobs in a particular location (e.g., fishing, shipbuilding, farming, trading, mining, lumbering, manufacturing).
2; Global Geography;Topic 5a: Resources;HSS.2.T5a.02;Distinguish a renewable resource from a non-renewable resource.
2; Global Geography;Topic 5a: Resources;HSS.2.T5a.03;Explain that people are a resource too, and that the knowledge and skills they gain through school, college, and work make possible innovations and technological advancements that lead to an ever-growing share of goods and services.
2; Global Geography;Topic 5b: Earning Income;HSS.2.T5b.01;Explain what it means to be employed and define the terms income, wages, and salary.
2; Global Geography;Topic 5c: Buying Goods and Services:;HSS.2.T5c.01;Give examples of products (goods) that people buy and use.
2; Global Geography;Topic 5c: Buying Goods and Services:;HSS.2.T5c.02;Give examples of services people do for each other.
2; Global Geography;Topic 5c: Buying Goods and Services:;HSS.2.T5c.03;"Give examples of choices people have to make about buying goods and services (e.g., food for the family or a video game; bus fare to get to work or a movie ticket for entertainment) and why they have to make choices (e.g., because they have only enough money for one purchase, not two)."
2; Global Geography;Topic 5c: Buying Goods and Services:;HSS.2.T5c.04;Analyze examples of voluntary choices people make about buying goods and services (e.g., to buy from a company that supports its workers or protects the environment).
2; Global Geography;Topic 5d: Saving;HSS.2.T5d.01;Compare and contrast reasons why people save some of their money (e.g., deciding to put some of it aside for later for a future purchase, for a charitable donation or for an emergency).
3; Massachusetts, Home to Many Different People;Topic 1: Massachusetts cities and towns today and in history;HSS.3.T1.01;On a current map of Massachusetts, use cardinal directions, map scales, legends, and titles to locate and describe the city or town where the school students attend is located, its local geographic features and historic landmarks, and their significance.
3; Massachusetts, Home to Many Different People;Topic 1: Massachusetts cities and towns today and in history;HSS.3.T1.02;"Research the demographic origins of the town or city (e.g., the Native People who originally lived there or still live there, the people who established it as a colonial town, its founding date, and the free, indentured, and enslaved women and men who contributed to the well-being of the town). Explain that before the mid-19th century most of the settlers were of Native American, Northern European, or African descent; describe the current population and immigrant groups of the 20th and 21st centuries and interview family members, friends, and neighbors to obtain information about living and working there in the past and present."
3; Massachusetts, Home to Many Different People;Topic 1: Massachusetts cities and towns today and in history;HSS.3.T1.03;Explain why classrooms, schools, towns, and cities have governments, what governments do, how local governments are organized in Massachusetts, and how people participate in and contribute to their communities.
3; Massachusetts, Home to Many Different People;Topic 2: The geography and Native Peoples of Massachusetts;HSS.3.T2.01;On a physical map of North America, use cardinal directions, map scales, legends, and titles to locate the Northeast region and identify important physical features (e.g., rivers, lakes, ocean shoreline, capes and bays, and mountain ranges).
3; Massachusetts, Home to Many Different People;Topic 2: The geography and Native Peoples of Massachusetts;HSS.3.T2.02;On a political map of the current United States, locate the New England states (Connecticut, Rhode Island, Massachusetts, New Hampshire, Vermont, and Maine). Clarification statement: These standards are designed to be a transition from grade 2, when students learned about map components and the difference between physical geography and political geography.
3; Massachusetts, Home to Many Different People;Topic 2: The geography and Native Peoples of Massachusetts;HSS.3.T2.03;"Explain the diversity of Native Peoples , present and past, in Massachusetts and the New England region.

a. the names of at least three native groups (e.g., Abenaki/Wabanaki, Massachusett, Mohican/Stockbridge, Narragansett, Nipmuc, Wampanoag)
b. the locations of tribal territories in the state.  
c. physical features and their influence on the locations of  traditional settlements 
d. contributions of a tribal group from the area of the school (e.g., language, literature, arts, trade routes, food such as corn, beans, and squash, useful items such as baskets, canoes, wampum, and useful knowledge of medicinal plants, words such as powwow and moccasin, and many names    for waterways, hills, mountains, islands and place names, such as the Connecticut and Merrimack Rivers, Mount Wachusett, the Taconic Range, Nantucket, Natick, Seekonk, Agawam, Chicopee)"
3; Massachusetts, Home to Many Different People;Topic 3: European explorers' first contacts with Native People in the Northeast;HSS.3.T3.01;Locate North America, the Atlantic Ocean, and Europe on a map, explain how Native Peoples first came into contact with Europeans, and explain why Europeans in the 16th -17th centuries sailed westward across the Atlantic (e.g., to find new trade routes to Asia and new supplies of natural resources such as metals, timber, and fish).
3; Massachusetts, Home to Many Different People;Topic 3: European explorers' first contacts with Native People in the Northeast;HSS.3.T3.02;Trace on a map the voyages of European explorers of the Northeast coast of North America (e.g., Giovanni Caboto [John Cabot], Bartholomew Gosnold, Giovanni de Verrazano, John Smith, Samuel de Champlain).
3; Massachusetts, Home to Many Different People;Topic 3: European explorers' first contacts with Native People in the Northeast;HSS.3.T3.03;Explain how any one of the explorers described the Native Peoples and the new lands, and compare an early 17th century map of New England with a current one.
3; Massachusetts, Home to Many Different People;Topic 4: The Pilgrims, the Plymouth Colony, and Native Communities;HSS.3.T4.01;"Explain who the Pilgrim men and women were and why they left Europe to seek a place where they would have the right to practice their religion; describe their journey, the government of their early years in the Plymouth Colony, and analyze their relationships with the Wampanoag and Abenaki/Wabanaki people.

a. the purpose of the Mayflower Compact and the principle of self-government
b. challenges for Pilgrim men, women, and children in their new home (e.g., building shelter and starting farming, becoming accustomed to a new environment, maintaining their faith and keeping a community together through self-government)
c. contacts with the native leaders Samoset and Massasoit, events leading to a celebration to give thanks for the harvest, and subsequent relationships between Europeans and Native Peoples in southeastern Massachusetts. Key Primary Source for Topic 4 in Appendix DThe Mayflower Compact (1620)"
3; Massachusetts, Home to Many Different People;Topic 5: The Puritans, the Massachusetts Bay Colony, Native Peoples, and Africans;HSS.3.T5.01;Compare and contrast the roles and leadership decisions of early English leaders of the Puritans of the Massachusetts Bay Colony and the Pilgrims of the Plymouth colony (e.g., John Winthrop, Miles Standish, William Brewster, Edward Winslow, William Bradford, John Alden, John Cotton, Thomas Hooker) and the roles and decisions of the leaders of Native Peoples (e.g., Massasoit, Metacom, also known as King Philip).
3; Massachusetts, Home to Many Different People;Topic 5: The Puritans, the Massachusetts Bay Colony, Native Peoples, and Africans;HSS.3.T5.02;Explain why Puritan men and women migrated in great numbers to Massachusetts in the 17th century, how they moved west from the Atlantic coast, and the consequences of their migration for the Native Peoples of the region (e.g., loss of territory, great loss of life due to susceptibility to European diseases, religious conversion, conflicts over different ways of life such as the Pequot War and King Philip?s War).
3; Massachusetts, Home to Many Different People;Topic 5: The Puritans, the Massachusetts Bay Colony, Native Peoples, and Africans;HSS.3.T5.03;Using visual primary sources such as paintings, artifacts, historic buildings, or text sources, analyze details of daily life, housing, education, and work of the Puritan men, women, and children of the Massachusetts Bay Colony, including self-employed farmers and artisans, indentured servants, employees, and enslaved people.
3; Massachusetts, Home to Many Different People;Topic 5: The Puritans, the Massachusetts Bay Colony, Native Peoples, and Africans;HSS.3.T5.04;Explain that in the 17th and 18th century slavery was legal in all the French, Dutch, and Spanish, and English colonies, including Massachusetts and that colonial Massachusetts had both free and enslaved Africans in its population.
3; Massachusetts, Home to Many Different People;Topic 5: The Puritans, the Massachusetts Bay Colony, Native Peoples, and Africans;HSS.3.T5.05;"Explain the importance of maritime commerce and the practice of bartering ? exchanging goods or services without payment in money - in the development of the economy of colonial Massachusetts, using materials from historical societies and history museums as reference materials.  

a. the fishing and shipbuilding industries
b. trans-Atlantic and Caribbean trade, especially the Triangular Trade that included Africans to be sold as slaves in the colonies and goods such as sugar and cotton produced by slave labor to be sold in the colonies and in Europe 
c. the development of seaport cities of New Bedford, Newburyport, Gloucester, Salem, and Boston"
3; Massachusetts, Home to Many Different People;Topic 6: Massachusetts in the 18th century through the American Revolution;HSS.3.T6.01;Using a historical map, explain the extent of the Province of Massachusetts in the 17th and 18th centuries (including territory which is now included in Maine, Nova Scotia, and New Brunswick, as well as Martha?s Vineyard and Nantucket). Explain reasons for the growth of towns and cities in Massachusetts in the 1700s.
3; Massachusetts, Home to Many Different People;Topic 6: Massachusetts in the 18th century through the American Revolution;HSS.3.T6.02;Analyze the connection between events, locations, and individuals in Massachusetts in the early 1770s and the beginning of the American Revolution, using sources such as historical maps, paintings, and texts of the period.
3; Massachusetts, Home to Many Different People;Topic 6: Massachusetts in the 18th century through the American Revolution;HSS.3.T6.03;Analyze how the colonists? sense of justice denied led to declaring independence, and what the words of the Declaration of Independence say about what its writers believed.
3; Massachusetts, Home to Many Different People;Topic 6: Massachusetts in the 18th century through the American Revolution;HSS.3.T6.04;"Explain how, after the Revolution, the leaders of the new United States had to write a plan for how to govern the nation, and that this plan is called the Constitution. Explain that the rights of citizens are spelled out in the Constitution?s first ten Amendments, known as the Bill of Rights; explain that full citizenship rights were restricted to white male property owners over the age of 21 in the new Republic."
3; Massachusetts, Home to Many Different People;Topic 6: Massachusetts in the 18th century through the American Revolution;HSS.3.T6.05;"Explain that states as well as nations have plans of government; recognize that the Constitution of Massachusetts (1780) is the oldest functioning constitution in the world, that its primary author was John Adams, and that, in addition to outlining government, it gives basic rights to citizens of the Commonwealth.Key Primary Source for Topic 6 in Appendix DAn accurate map of the country round Boston in New England from the best authorities (1776) or a similar map of Massachusetts or New England from the periodThe Declaration of Independence (1776)"
4; North American Geography, History, and Peoples;Topic 1: North America: geography and map skills;HSS.4.T1.01;On a physical map of North America, use cardinal directions, map scales, key/legend (symbols for mountains, rivers, deserts, lakes, cities), and title to locate and identify important physical features (e.g., Mississippi and Rio Grande Rivers, Great Lakes, Atlantic and Pacific Oceans, Gulf of Mexico, Hudson?s Bay, Appalachian Mountains, Rocky Mountains, Sierra Madre, the Great Basin, Mojave, Sonoran, and Chihuahuan Deserts, the Yucatan Peninsula, the Caribbean Sea).
4; North American Geography, History, and Peoples;Topic 1: North America: geography and map skills;HSS.4.T1.02;"On a political map of North America, locate Canada and its provinces, Mexico and its states, the nations of the Caribbean, and the United States of America and its states; explain the meaning of the terms continent, country, nation, county, state, province, and city."
4; North American Geography, History, and Peoples;Topic 1: North America: geography and map skills;HSS.4.T1.03;"Research, analyze, and convey information about Canada or Mexico by consulting maps, atlases, encyclopedias, digital information and satellite images, photographs, or news articles; organizing materials, and making an oral or written presentation about topics such as the peoples, population size, languages, forms of government, major cities, environment, natural resources, industries, and national landmarks."
4; North American Geography, History, and Peoples;Topic 2: Ancient civilizations of North America;HSS.4.T2.01;Evaluate competing theories about the origins of people in North America (e.g., theories that people migrated across a land bridge that connected present-day Siberia to Alaska or theories that they came by a maritime route) and evidence for dating the existence of early populations in North America to about 15,000 years ago.
4; North American Geography, History, and Peoples;Topic 2: Ancient civilizations of North America;HSS.4.T2.02;Using maps of historic Native Peoples? culture regions of North America and photographs, identify archaeological evidence of some of the characteristics of major civilizations of this period (e.g., stone tools, ceramics, mound-building, cliff dwellings)
4; North American Geography, History, and Peoples;Topic 2: Ancient civilizations of North America;HSS.4.T2.03;Explain how archaeologists conduct research (e.g., by participating in excavations, studying artifacts and organic remains, climate and astronomical data, and collaborating with other scholars) to develop theories about migration, settlement patterns, and cultures in prehistoric periods.
4; North American Geography, History, and Peoples;Topic 2: Ancient civilizations of North America;HSS.4.T2.04;Give examples of some archaeological sites of Native Peoples in North America that are preserved as national or state monuments, parks, or international heritage sites (e.g., Teotihuacan in Mexico, Mesa Verde National Park in Colorado, Cahokia Mounds State Historic Site in Illinois, Chaco Culture National Historic Park in New Mexico) and explain their importance in presenting a comprehensive history of Americans and American life.
