Grau;Área;Emitir;Código;Descrição
K;Contagem e cardinalidade;Conte para descobrir o número de objetos.;K.CC.B.4.c;"Compreenda que cada número subsequente se refere a uma quantidade maior. Reconheça o padrão ""um a mais"" ao contar objetos."
K;Contagem e cardinalidade;Conte para descobrir o número de objetos.;K.CC.B.5;"Conte para responder a perguntas do tipo ""quantos?"" sobre até 20 objetos dispostos em linha, em formação retangular ou em círculo, ou até 10 objetos em uma configuração dispersa; dado um número de 1 a 20, conte essa mesma quantidade de objetos."
K;Contagem e cardinalidade;Comparar números.;K.CC.C.6;Identificar se o número de objetos em um grupo é maior, menor ou igual ao número de objetos em outro grupo para grupos com até 10 objetos, por exemplo, usando estratégias de contagem e correspondência.
K;Contagem e cardinalidade;Comparar números.;K.CC.C.7;Compare dois números entre 1 e 10 apresentados por escrito.
K;Operações e pensamento algébrico;Entenda a adição como juntar e adicionar algo, e entenda a subtração como separar e retirar algo.;K.OA.A.1;Represente a adição e a subtração usando objetos, dedos, imagens mentais, desenhos, sons (por exemplo, palmas), dramatizações, explicações verbais, expressões ou equações. [Nota: Os desenhos não precisam mostrar detalhes, mas devem mostrar a matemática envolvida no problema. (Isso se aplica sempre que desenhos forem mencionados nos padrões.)]
K;Operações e pensamento algébrico;Entenda a adição como juntar e adicionar algo, e entenda a subtração como separar e retirar algo.;K.OA.A.2;Resolva problemas de adição e subtração, e some e subtraia até 10, por exemplo, usando objetos ou desenhos para representar o problema.
K;Operações e pensamento algébrico;Entenda a adição como juntar e adicionar algo, e entenda a subtração como separar e retirar algo.;K.OA.A.3;Decomponha números menores ou iguais a 10 em pares de mais de uma maneira, por exemplo, usando objetos ou desenhos, e registre cada decomposição por meio de um desenho ou equação (por exemplo, 5 = 2 + 3 e 5 = 4 + 1).
K;Operações e pensamento algébrico;Entenda a adição como juntar e adicionar algo, e entenda a subtração como separar e retirar algo.;K.OA.A.4;Para qualquer número de 1 a 9, encontre o número que, somado ao número dado, resulta em 10, por exemplo, usando objetos ou desenhos, e registre a resposta com um desenho ou uma equação.
K;Operações e pensamento algébrico;Entenda a adição como juntar e adicionar algo, e entenda a subtração como separar e retirar algo.;K.OA.A.5;Somar e subtrair fluentemente até 5, incluindo zero.
K;Números e operações na base dez;Trabalhe com os números de 11 a 19 para obter uma base no conceito de valor posicional.;K.NBT.A.1;"Componha e decomponha números de 11 a 19 em dez unidades e mais algumas unidades, por exemplo, usando objetos ou desenhos, e registre cada composição ou decomposição por meio de um desenho ou equação (por exemplo, 18 = 10 + 8); compreenda que esses números são compostos por dez unidades e uma, duas, três, quatro, cinco, seis, sete, oito ou nove unidades."
K;Medição e dados;Descreva e compare atributos mensuráveis.;K.MD.A.1;Descreva os atributos mensuráveis dos objetos, como comprimento ou peso. Descreva vários atributos mensuráveis de um único objeto.
K;Medição e dados;Descreva e compare atributos mensuráveis.;K.MD.A.2;Compare diretamente dois objetos com um atributo mensurável em comum para verificar qual deles possui mais ou menos desse atributo e descreva a diferença. Por exemplo, compare diretamente a altura de duas crianças e descreva uma como mais alta ou mais baixa.
K;Medição e dados;Ordene os objetos e conte o número de objetos em cada categoria.;K.MD.B.3;"Classifique os objetos em categorias específicas; conte o número de objetos em cada categoria (até 10, inclusive) e ordene as categorias por contagem."
K;Geometria;Identificar e descrever formas geométricas (quadrados, círculos, triângulos, retângulos, hexágonos, cubos, cones, cilindros e esferas).;KGA1;Descreva os objetos no ambiente usando os nomes de suas formas e descreva as posições relativas desses objetos usando termos como acima, abaixo, ao lado, na frente, atrás e próximo a.
K;Geometria;Identificar e descrever formas geométricas (quadrados, círculos, triângulos, retângulos, hexágonos, cubos, cones, cilindros e esferas).;KGA2;Nomeie as formas corretamente, independentemente de sua orientação ou tamanho geral.
K;Geometria;Identificar e descrever formas geométricas (quadrados, círculos, triângulos, retângulos, hexágonos, cubos, cones, cilindros e esferas).;KGA3;"Identifique as formas como bidimensionais (localizadas em um plano, ""planas"") ou tridimensionais (""sólidas"")."
K;Geometria;Analisar, comparar, criar e compor formulários.;KGB4;"Analisar e comparar formas bidimensionais e tridimensionais, em diferentes tamanhos e orientações, usando linguagem informal para descrever suas semelhanças, diferenças, partes (por exemplo, número de lados e vértices/""cantos"") e outros atributos (por exemplo, ter lados de igual comprimento)."
K;Geometria;Analisar, comparar, criar e compor formulários.;KGB5;Recriar formas no mundo real, construindo-as a partir de componentes (por exemplo, palitos e bolas de argila) e desenhando-as.
K;Geometria;Analisar, comparar, criar e compor formulários.;KGB6;"Combine formas simples para formar formas maiores. Por exemplo: ""Você consegue juntar esses dois triângulos, unindo todos os seus lados, para formar um retângulo?"""
1;Operações e pensamento algébrico;Representar e resolver problemas envolvendo adição e subtração.;1.OA.A.1;Use adição e subtração até 20 para resolver problemas de adição, subtração, união, separação e comparação com incógnitas em todas as posições. Por exemplo, usando objetos, desenhos e equações (sentenças numéricas) com um símbolo para a incógnita que representa o problema. Consulte o Glossário, Tabela 1.
1;Operações e pensamento algébrico;Representar e resolver problemas envolvendo adição e subtração.;1.OA.A.2;Resolva problemas de palavras que exigem a soma de três números inteiros cuja soma seja menor ou igual a 20, por exemplo, usando objetos, desenhos e equações com um símbolo para o número desconhecido para representar o problema.
1;Operações e pensamento algébrico;Compreender e aplicar as propriedades das operações e a relação entre adição e subtração.;1.OA.B.3;Aplique as propriedades das operações à adição. Por exemplo, ao somar números, a ordem não importa. Se você sabe que 8 + 3 = 11, então você também sabe que 3 + 8 = 11 (Propriedade Comutativa da Adição). Para somar 2 + 6 + 4, você pode somar os dois números seguintes para obter dez, então 2 + 6 + 4 = 2 + 10 = 12 (Propriedade Associativa da Adição). Quando você adiciona zero a um número, o resultado é o mesmo número (Propriedade da Identidade do Zero na Adição). [Observação: os alunos não precisam usar os termos formais para essas propriedades.]
1;Operações e pensamento algébrico;Compreender e aplicar as propriedades das operações e a relação entre adição e subtração.;1.OA.B.4; Entenda a subtração como um problema com um termo desconhecido. Por exemplo, subtraia 10 ± 8 encontrando o número que, somado a 8, resulta em 10.
1;Operações e pensamento algébrico;Soma e subtração até 20.;1.OA.C.5;Relacione a contagem com a adição e a subtração (por exemplo, contar de 2 para adicionar 2).
1;Operações e pensamento algébrico;Soma e subtração até 20.;1.OA.C.6;"Adicionar e subtrair até 20, demonstrando fluência em adições e subtrações até 10. Utilizar estratégias mentais como contar para a frente; formar 10 (por exemplo, 8 + 6 = 8 + 2 + 4 = 10 + 4 = 14); decompor um número para chegar a 10 (por exemplo, 13 × 4 = 13 × 3 × 1 = 10 × 1 = 9); usar a relação entre adição e subtração (por exemplo, sabendo que 8 + 4 = 12, sabe-se que 12 × 8 = 4); e criar somas equivalentes, mas mais fáceis ou conhecidas (por exemplo, adicionar 6 + 7 criando a soma equivalente conhecida 6 + 6 + 1 = 12 + 1 = 13)."
1;Operações e pensamento algébrico;Trabalhando com equações de adição e subtração.;1.OA.D.7;Compreenda o significado do sinal de igual e determine se as equações envolvendo adição e subtração são verdadeiras ou falsas. Por exemplo, quais das seguintes equações são verdadeiras e quais são falsas? 6 = 6, 7 = 8 ? 1, 5 + 2 = 2 + 5, 4 + 1 = 5 + 2.
1;Operações e pensamento algébrico;Trabalhando com equações de adição e subtração.;1.OA.D.8;Determine o número inteiro desconhecido em uma equação de adição ou subtração envolvendo três números inteiros. Por exemplo, determine o número desconhecido que torna a equação verdadeira em cada uma das seguintes equações: 8 + ? = 11, 5 = ?, 3 = ?, 6 + 6 = ?
1;Números e operações na base dez;Prossiga a sequência de contagem.;1.NBT.A.1;Contar até 120, começando com qualquer número menor que 120. Dentro desse intervalo, ler e escrever números e representar uma quantidade de objetos com um número escrito.
1;Números e operações na base dez;Entendendo o valor posicional.;1.NBT.B.2;Entenda que os dois dígitos em um número de dois dígitos representam dezenas e unidades. Considere os seguintes casos especiais:
1;Números e operações na base dez;Entendendo o valor posicional.;1.NBT.B.2.a;"O número 10 pode ser considerado como um conjunto de dez unidades, chamado de ""dezena""."
1;Números e operações na base dez;Entendendo o valor posicional.;1.NBT.B.2.b;Os números de 11 a 19 são compostos por uma dezena e uma, duas, três, quatro, cinco, seis, sete, oito ou nove unidades.
1;Números e operações na base dez;Entendendo o valor posicional.;1.NBT.B.2.c;Os números 10, 20, 30, 40, 50, 60, 70, 80, 90 referem-se a uma, duas, três, quatro, cinco, seis, sete, oito ou nove dezenas (e 0 unidades).
1;Números e operações na base dez;Entendendo o valor posicional.;1.NBT.B.3;Compare dois números de dois dígitos com base nos significados dos algarismos das dezenas e das unidades, registrando os resultados das comparações com os símbolos >, = e <.
1;Números e operações na base dez;Utilize seu conhecimento sobre valor posicional e as propriedades das operações para somar e subtrair.;1.NBT.C.4;"Adicione até 100, incluindo a soma de números de dois dígitos com números de um dígito e a soma de números de dois dígitos com um múltiplo de 10, usando modelos concretos ou desenhos e estratégias baseadas no valor posicional, nas propriedades das operações e/ou na relação entre adição e subtração; relacione a estratégia a um método escrito e explique o raciocínio utilizado. Compreenda que, ao adicionar números de dois dígitos, as dezenas são somadas entre si e as unidades também; e que, às vezes, é necessário formar uma dezena."
1;Números e operações na base dez;Utilize seu conhecimento sobre valor posicional e as propriedades das operações para somar e subtrair.;1.NBT.C.5;"Dado um número de dois dígitos, encontre mentalmente 10 unidades a mais ou 10 unidades a menos que esse número sem contar; explique seu raciocínio. Identifique padrões aritméticos de 10 unidades a mais e 10 unidades a menos usando estratégias de valor posicional."
1;Números e operações na base dez;Utilize seu conhecimento sobre valor posicional e as propriedades das operações para somar e subtrair.;1.NBT.C.6;"Subtrair múltiplos de 10 no intervalo de 10 a 90 de outros múltiplos de 10 no mesmo intervalo (diferenças positivas ou nulas), utilizando modelos concretos ou desenhos e estratégias baseadas no valor posicional, propriedades das operações e/ou a relação entre adição e subtração; relacionar a estratégia a um método escrito e explicar o raciocínio utilizado."
1;Medição e dados;Medição indireta de comprimentos e iteração de unidades de comprimento.;1.MD.A.1;"Ordene três objetos por comprimento; compare os comprimentos de dois objetos indiretamente usando um terceiro objeto."
1;Medição e dados;Medição indireta de comprimentos e iteração de unidades de comprimento.;1.MD.A.2;Expresse o comprimento de um objeto como um número inteiro de unidades de comprimento, colocando várias cópias de um objeto menor (a unidade de comprimento) uma após a outra. Compreenda que o comprimento de um objeto é medido pelo número de unidades de comprimento do mesmo tamanho que o envolvem sem lacunas ou sobreposições. Limite-se a contextos em que o objeto medido é envolvido por um número inteiro de unidades de comprimento sem lacunas ou sobreposições.
1;Medição e dados;Dizer e escrever as horas.;1.MD.B.3;Dizer e escrever as horas e meias horas usando relógios analógicos e digitais.
1;Medição e dados;Representar e interpretar dados.;1.MD.C.4;"Organizar, representar e interpretar dados com até três categorias; formular e responder perguntas sobre o número total de pontos de dados, quantos existem em cada categoria e quantos a mais ou a menos existem em uma categoria em comparação com outra."
1;Medição e dados;Trabalhar com dinheiro.;1.MD.D.5;Identificar os valores de todas as moedas dos EUA e conhecer seus valores comparativos (por exemplo, uma moeda de dez centavos vale mais do que uma de cinco centavos). Encontrar valores equivalentes (por exemplo, uma moeda de cinco centavos vale cinco centavos). Usar a notação correta (por exemplo, 69). Usar os valores das moedas na resolução de problemas (até 100).
1;Geometria; Raciocinando com formas e seus atributos.;1.GA1;"Diferenciar entre atributos definidores (ex.: triângulos são figuras fechadas e têm três lados) e atributos não definidores (ex.: cor, orientação, tamanho geral); construir e desenhar formas que possuam atributos definidores."
1;Geometria; Raciocinando com formas e seus atributos.;1.GA2;"Componha figuras bidimensionais (retângulos, quadrados, trapézios, triângulos, semicírculos e quartos de círculo) ou figuras tridimensionais (cubos, prismas retos, cones circulares retos e cilindros circulares retos) para criar uma figura composta e, em seguida, crie novas figuras a partir dessa figura composta. [Observação: os alunos não precisam aprender nomes formais como ""prisma reto"".]"
1;Geometria; Raciocinando com formas e seus atributos.;1.GA3;Divida círculos e retângulos em duas e quatro partes iguais, descreva as partes usando as palavras metades, quartos e quartos, e use as expressões metade de, um quarto de e um quarto de. Descreva o todo como duas ou quatro partes. Compreenda, para estes exemplos, que dividir em mais partes iguais resulta em partes menores.
2;Operações e pensamento algébrico;Representar e resolver problemas envolvendo adição e subtração.;2.OA.A.1;Use adição e subtração até 100 para resolver problemas de uma ou duas etapas envolvendo adição, subtração, combinação, separação e comparação, com incógnitas em todas as posições. Por exemplo, use desenhos e equações com um símbolo para a incógnita que represente o problema. Consulte o Glossário, Tabela 1.
2;Operações e pensamento algébrico;Soma e subtração até 20.;2.OA.B.2;"Adicionar e subtrair fluentemente até 20 usando estratégias de cálculo mental. Ao final do 2º ano, saber de cor todas as somas de dois números de um dígito e suas diferenças. Por exemplo, a soma 6 + 5 = 11 tem diferenças correspondentes de 11 ± 5 = 6 e 11 ± 6 = 5. [Nota: Estratégias como contar para frente; formar dezenas; decompor um número; usar a relação entre adição e subtração; e criar somas equivalentes, porém mais fáceis ou familiares.]"
2;Operações e pensamento algébrico;Trabalhe com grupos iguais de objetos para obter bases para a multiplicação.;2.OA.C.3;"Determine se um grupo de objetos (até 20) tem um número par ou ímpar de membros, por exemplo, agrupando os objetos em pares ou contando-os de 2 em 2; escreva uma equação para expressar um número par como a soma de duas parcelas iguais."
2;Operações e pensamento algébrico;Trabalhe com grupos iguais de objetos para obter bases para a multiplicação.;2.OA.C.4;"Use a adição para encontrar o número total de objetos dispostos em matrizes retangulares com até cinco linhas e até cinco colunas; escreva uma equação para expressar o total como a soma de parcelas iguais."
2;Números e operações na base dez;Entendendo o valor posicional.;2.NBT.A.1;"Entenda que os três dígitos em um número de três dígitos representam centenas, dezenas e unidades; por exemplo, 706 é equivalente a 7 centenas, 0 dezenas e 6 unidades. Compreenda os seguintes casos como casos especiais:"
2;Números e operações na base dez;Entendendo o valor posicional.;2.NBT.A.1.a;"O número 100 pode ser considerado como um conjunto de dez dezenas, chamado de ""cem""."
2;Números e operações na base dez;Entendendo o valor posicional.;2.NBT.A.1.b;Os números 100, 200, 300, 400, 500, 600, 700, 800 e 900 referem-se a uma, duas, três, quatro, cinco, seis, sete, oito ou nove centenas (e 0 dezenas e 0 unidades).
2;Números e operações na base dez;Entendendo o valor posicional.;2.NBT.A.2;"Conte até 1000; conte de 5 em 5, de 10 em 10 e de 100 em 100. Identifique padrões em contagens pulando números, começando em qualquer número."
2;Números e operações na base dez;Entendendo o valor posicional.;2.NBT.A.3;Leia e escreva números até 1000 usando o sistema decimal, os nomes dos números e a forma expandida.
2;Números e operações na base dez;Entendendo o valor posicional.;2.NBT.A.4;Compare dois números de três dígitos com base nos significados dos algarismos das centenas, dezenas e unidades, usando os símbolos >, = e < para registrar os resultados das comparações.
2;Números e operações na base dez;Utilize seu conhecimento sobre valor posicional e as propriedades das operações para somar e subtrair.;2.NBT.B.5;Somar e subtrair fluentemente até 100 usando estratégias baseadas no valor posicional, nas propriedades das operações e/ou na relação entre adição e subtração.
2;Números e operações na base dez;Utilize seu conhecimento sobre valor posicional e as propriedades das operações para somar e subtrair.;2.NBT.B.6;Some aprimoramentos podem ser feitos em conjunto: somar até quatro números de dois dígitos usando estratégias baseadas no valor posicional e nas propriedades das operações.
2;Números e operações na base dez;Utilize seu conhecimento sobre valor posicional e as propriedades das operações para somar e subtrair.;2.NBT.B.7;"Adicionar e subtrair até 1000, usando modelos concretos ou desenhos e estratégias baseadas no valor posicional, nas propriedades das operações e/ou na relação entre adição e subtração; relacionar a estratégia a um método escrito. Compreender que, ao adicionar ou subtrair números de três dígitos, centenas são adicionadas ou subtraídas com centenas, dezenas com dezenas e unidades com unidades; e que, às vezes, é necessário reagrupar dezenas ou centenas."
2;Números e operações na base dez;Utilize seu conhecimento sobre valor posicional e as propriedades das operações para somar e subtrair.;2.NBT.B.8;Mentalmente, some 10 ou 100 a um número dado entre 100 e 900, e mentalmente, subtraia 10 ou 100 de um número dado entre 100 e 900.
2;Números e operações na base dez;Utilize seu conhecimento sobre valor posicional e as propriedades das operações para somar e subtrair.;2.NBT.B.9;Explique por que as estratégias de adição e subtração funcionam, usando o valor posicional e as propriedades das operações. [Nota: As explicações podem ser ilustradas com desenhos ou objetos.]
2;Medição e dados;Meça e estime comprimentos em unidades padrão.;2.MD.A.1;Meça o comprimento de um objeto selecionando e utilizando ferramentas apropriadas, como réguas, trenas, fitas métricas e trenas convencionais.
2;Medição e dados;Meça e estime comprimentos em unidades padrão.;2.MD.A.2;"Meça o comprimento de um objeto duas vezes, usando unidades de comprimento diferentes para as duas medições; descreva como as duas medições se relacionam com o tamanho da unidade escolhida."
2;Medição e dados;Meça e estime comprimentos em unidades padrão.;2.MD.A.3;Estime os comprimentos usando unidades de polegadas, pés, centímetros e metros.
2;Medição e dados;Meça e estime comprimentos em unidades padrão.;2.MD.A.4;Uma medida para determinar quanto um objeto é mais comprido que outro, expressando a diferença de comprimento em termos de uma unidade padrão de comprimento.
2;Medição e dados;Relacione adição e subtração com comprimento.;2.MD.B.5;Use adição e subtração até 100 para resolver problemas de palavras envolvendo comprimentos dados nas mesmas unidades, por exemplo, usando desenhos (como desenhos com régua) e equações com um símbolo para o número desconhecido para representar o problema.
2;Medição e dados;Relacione adição e subtração com comprimento.;2.MD.B.6;Represente os números inteiros como comprimentos a partir de 0 em um diagrama de reta numérica com pontos igualmente espaçados correspondentes aos números 0, 1, 2, ..., e represente as somas e diferenças de números inteiros até 100 em um diagrama de reta numérica.
2;Medição e dados;Trabalhar com tempo e dinheiro.;2.MD.C.7;Indique e escreva as horas em relógios analógicos e digitais com precisão de cinco minutos, usando os formatos AM e PM.
2;Medição e dados;Trabalhar com tempo e dinheiro.;2.MD.C.7.a;Aprenda sobre relações temporais, incluindo segundos em um minuto, minutos em uma hora, horas em um dia, dias em uma semana, dias em um mês e em um ano, e o número aproximado de semanas em um mês e semanas em um ano.
2;Medição e dados;Trabalhar com tempo e dinheiro.;2.MD.C.8;Resolva problemas com notas de dólar, moedas de 25 centavos, 10 centavos, 5 centavos e 1 centavo (até US$ 10), usando os símbolos $ e ? apropriadamente e valores inteiros em dólares. Por exemplo, se você tiver duas moedas de 10 centavos e três moedas de 1 centavo, quantos centavos você tem? Se você tiver US$ 3 e quatro moedas de 25 centavos, quantos dólares ou centavos você tem? (Não se espera que os alunos usem notação decimal.)
2;Medição e dados;Representar e interpretar dados.;2.MD.D.9;Gere dados de medição medindo o comprimento de vários objetos com precisão de uma unidade inteira ou realizando medições repetidas do mesmo objeto. Organize e registre os dados em um gráfico de linhas (gráfico de pontos) com a escala horizontal marcada em unidades inteiras.
2;Medição e dados;Representar e interpretar dados.;2. Doutorado em Medicina 10;Desenhe um pictograma e um gráfico de barras (em escala de uma unidade) para representar um conjunto de dados com até quatro categorias. Resolva problemas simples de montagem, desmontagem e comparação usando as informações apresentadas no gráfico de barras. Consulte o Glossário, Tabela 1.
2;Geometria;Raciocinando com formas e seus atributos.;2.GA1;Reconhecer e desenhar formas com atributos específicos, como um determinado número de ângulos ou faces congruentes. Identificar triângulos, quadrados, retângulos, losangos, trapézios, pentágonos, hexágonos e cubos. [Nota: Os tamanhos são comparados diretamente ou visualmente, não por meio de medição.]
2;Geometria;Raciocinando com formas e seus atributos.;2.GA2;Divida um retângulo em linhas e colunas de quadrados do mesmo tamanho e conte para encontrar o número total deles.
2;Geometria;Raciocinando com formas e seus atributos.;2.GA3;Divida círculos e retângulos em duas, três ou quatro partes iguais, descreva as partes usando palavras como metades, terços, metade de, um terço de, etc., e descreva o todo como duas metades, três terços, quatro quartos. Reconheça que partes iguais de um todo idêntico não necessariamente têm a mesma forma.
3;Operações e pensamento algébrico;Representar e resolver problemas envolvendo multiplicação e divisão.;3.OA.A.1;"Interprete produtos de números inteiros; por exemplo, interprete 5 x 7 como o número total de objetos em cinco grupos de sete objetos cada. Por exemplo, descreva um contexto em que o número total de objetos possa ser expresso como 5 x 7."
3;Operações e pensamento algébrico;Representar e resolver problemas envolvendo multiplicação e divisão.;3.OA.A.2;"Interprete razões entre números inteiros; por exemplo, interprete 56/8 como o número de objetos em cada porção quando 56 objetos são divididos igualmente em 8 porções, ou como o número de porções quando 56 objetos são divididos em porções iguais de 8 objetos cada. Por exemplo, descreva um contexto em que o número de porções ou o número de grupos possa ser expresso como 56/8."
3;Operações e pensamento algébrico;Representar e resolver problemas envolvendo multiplicação e divisão.;3.OA.A.3;"Use multiplicação e divisão até 100 para resolver problemas de palavras envolvendo grupos iguais, matrizes e quantidades medidas; por exemplo, usando diagramas e equações com um símbolo para a incógnita que representa o problema. Consulte o Glossário, Tabela 2."
3;Operações e pensamento algébrico;Representar e resolver problemas envolvendo multiplicação e divisão.;3.OA.A.4; Determine a incógnita em uma equação de multiplicação ou divisão que relaciona três números inteiros. Por exemplo, determine a incógnita que torna a equação verdadeira em cada uma das seguintes equações: 8 x ? = 48, 5 = ? ” 3, 6 x 6 = ?.˜
3;Operações e pensamento algébrico;Compreender as propriedades da multiplicação e a relação entre multiplicação e divisão.;3.OA.B.5;"Aplique as propriedades das operações à multiplicação. Por exemplo: ao multiplicar números, a ordem não importa. Se você sabe que 6 x 4 = 24, então você também sabe que 4 x 6 = 24 (Propriedade Comutativa da Multiplicação); o produto 3 x 5 x 2 pode ser encontrado por 3 x 5 = 15, então 15 x 2 = 30, ou por 5 x 2 = 10, então 3 x 10 = 30 (Propriedade Associativa da Multiplicação); ao multiplicar dois números, qualquer um deles pode ser decomposto e multiplicado; você pode encontrar 8 x 7 sabendo que 7 = 5 + 2, que 8 x 5 = 40 e que 8 x 2 = 16, resultando em 8 x (5 + 2) = (8 x 5) + (8 x 2) = 40 + 16 = 56 (Propriedade Distributiva). Quando um número é multiplicado por 1, o resultado é o mesmo número (propriedade da identidade da multiplicação por 1). [Nota: Os alunos não precisam usar termos formais para essas propriedades. Não se espera que os alunos usem notação distributiva.]"
3;Operações e pensamento algébrico;Compreender as propriedades da multiplicação e a relação entre multiplicação e divisão.;3.OA.B.6;Entenda a divisão como um problema com incógnitas. Por exemplo, encontre 32 ÷ 8 encontrando o número que, multiplicado por 8, resulta em 32.
3;Operações e pensamento algébrico;Multiplique e divida dentro de 100.;3.OA.C.7;Multiplicar e dividir fluentemente até 100, usando estratégias como a relação entre multiplicação e divisão (por exemplo, sabendo que 8 x 5 = 40, sabe-se que 40 x 5 = 8) ou as propriedades das operações. Ao final do 3º ano, saber de cor todos os produtos de dois números de um dígito e suas respectivas operações de divisão. Por exemplo, o produto 4 x 7 = 28 tem as seguintes operações de divisão: 28 x 7 = 4 e 28 x 4 = 7.
3;Operações e pensamento algébrico;Resolva problemas envolvendo as quatro operações e identifique e explique padrões na aritmética.;3.OA.D.8;Resolva problemas de duas etapas usando as quatro operações para problemas com números inteiros e respostas também inteiras. Represente esses problemas usando equações com uma letra representando a incógnita. Avalie a razoabilidade das respostas usando cálculo mental e estratégias de estimativa, incluindo arredondamento. [Nota: Os alunos devem saber como realizar as operações na ordem convencional quando não houver parênteses para especificar uma ordem particular (Ordem das Operações)].
3;Operações e pensamento algébrico;Resolva problemas envolvendo as quatro operações e identifique e explique padrões na aritmética.;3.OA.D.9;Identifique padrões aritméticos (incluindo padrões nas tabelas de adição ou multiplicação) e explique-os usando as propriedades das operações. Por exemplo, observe que 4 vezes um número é sempre par e explique por que 4 vezes um número pode ser decomposto em duas parcelas iguais.
3;Números e operações na base dez;Utilize seu conhecimento sobre valor posicional e as propriedades das operações para realizar operações aritméticas com múltiplos dígitos.;3.NBT.A.1;Use o conhecimento do valor posicional para arredondar números inteiros para a dezena ou centena mais próxima. [Nota: Vários algoritmos podem ser usados.]
3;Números e operações na base dez;Utilize seu conhecimento sobre valor posicional e as propriedades das operações para realizar operações aritméticas com múltiplos dígitos.;3.NBT.A.2;Adicione e subtraia números até 1000 com fluência, utilizando estratégias e algoritmos baseados no valor posicional, nas propriedades das operações e/ou na relação entre adição e subtração. [Nota: Vários algoritmos podem ser utilizados.]
3;Números e operações na base dez;Utilize seu conhecimento sobre valor posicional e as propriedades das operações para realizar operações aritméticas com múltiplos dígitos.;3.NBT.A.3;Multiplique números inteiros de um dígito por múltiplos de 10 no intervalo de 10 a 90 (por exemplo, 9 x 80, 5 x 60) usando estratégias baseadas no valor posicional e nas propriedades das operações. [Nota: Vários algoritmos podem ser usados.]
