Grado;Área;Tema;Código;Descripción
Estándares de anclaje;Hablar y escuchar;Comprensión y colaboración;SL.PK-12.1;Prepararse y participar eficazmente en una variedad de conversaciones y colaboraciones con diversos socios, aprovechando las ideas de los demás y expresando las propias de forma clara y persuasiva.
Estándares de anclaje;Hablar y escuchar;Comprensión y colaboración;SL.PK-12.2;Integrar y evaluar información presentada en diversos medios y formatos, incluidos los visuales, cuantitativos y orales.
Estándares de anclaje;Hablar y escuchar;Comprensión y colaboración;SL.PK-12.3;Evaluar el punto de vista, el razonamiento y el uso de evidencia y retórica de un orador.
Estándares de anclaje;Hablar y escuchar;Presentación de conocimientos e ideas;SL.K-12.4;Presentar información, hallazgos y evidencia de apoyo de tal manera que ? los oyentes puedan seguir la línea de razonamiento ? la organización, el desarrollo, el vocabulario y el estilo sean apropiados para la audiencia.
Estándares de anclaje;Hablar y escuchar;Presentación de conocimientos e ideas;SL.PK-12.5;Hacer uso estratégico de los medios digitales y presentaciones visuales de datos para expresar información y mejorar la comprensión de las presentaciones.
Estándares de anclaje;Hablar y escuchar;Presentación de conocimientos e ideas;SL.PK-12.6;Adaptar el discurso a una variedad de contextos y tareas comunicativas, demostrando dominio del inglés formal cuando esté indicado o sea apropiado.
Estándares de anclaje;Idioma;Convenciones del inglés estándar;L.PK-12.1;Demostrar dominio de las convenciones de la gramática y el uso del inglés estándar al escribir o hablar.
Estándares de anclaje;Idioma;Convenciones del inglés estándar;L.PK-12.2;Demostrar dominio de las convenciones de mayúsculas, puntuación y ortografía del inglés estándar al escribir.
Estándares de anclaje;Idioma;Conocimiento del idioma;L.PK-12.3;Aplicar el conocimiento del lenguaje para comprender cómo funciona el lenguaje en diferentes contextos, para tomar decisiones efectivas en cuanto a significado o estilo y para comprender más completamente al leer o escuchar.
Estándares de anclaje;Idioma;Adquisición y uso de vocabulario;L.PK-12.4;Determinar o aclarar el significado de palabras y frases desconocidas y de significado múltiple utilizando claves de contexto, analizando partes significativas de palabras y consultando materiales de referencia generales y especializados, según corresponda.
Estándares de anclaje;Idioma;Adquisición y uso de vocabulario;L.PK-12.5;Demostrar comprensión del lenguaje figurativo, las relaciones entre palabras y los matices en los significados de las palabras.
Estándares de anclaje;Idioma;Adquisición y uso de vocabulario;L.PK-12.6;"Adquirir y utilizar con precisión una variedad de palabras y frases generales académicas y específicas del dominio suficientes para leer, escribir, hablar y escuchar a nivel de preparación universitaria y profesional; demostrar independencia en la recopilación de conocimientos de vocabulario."
PK;Leyendo literatura;Ideas clave y detalles;RL.PK.1;Con indicaciones y apoyo, haga y responda preguntas sobre una historia o poemas leídos en voz alta.
PK;Leyendo literatura;Ideas clave y detalles;RL.PK.2;Con indicaciones y apoyo, vuelva a contar una secuencia de eventos de una historia leída en voz alta.
PK;Leyendo literatura;Ideas clave y detalles;RL.PK.3;Con indicaciones y apoyo, represente personajes y eventos de una historia o poema leído en voz alta.
PK;Leyendo literatura;Artesanía y estructura;RL.PK.4;Con indicaciones y apoyo, haga y responda preguntas sobre palabras desconocidas en un cuento o poema leído en voz alta. (Consulte los Estándares de Lenguaje de Preescolar 4-6 para aplicar el conocimiento del vocabulario a la lectura).
PK;Leyendo literatura;Artesanía y estructura;Paquete de 5 unidades;Demuestre conocimiento de la estructura rítmica de un poema o una canción aplaudiendo o mediante el movimiento.
PK;Leyendo literatura;Artesanía y estructura;RL.PK.6;Con indicaciones y apoyo, ?lea? las ilustraciones de un libro ilustrado describiendo un personaje o lugar representado o contando cómo se desarrolla una secuencia de eventos.
PK;Leyendo literatura;Integración de conocimientos e ideas;RL.PK.7;Con indicaciones y apoyo, haga predicciones sobre lo que sucederá a continuación en un libro ilustrado después de examinar y analizar las ilustraciones.
PK;Leyendo literatura;Integración de conocimientos e ideas;RL.PK.9;Con indicaciones y apoyo, establezca conexiones entre una historia o un poema y sus propias experiencias.
PK;Leyendo literatura;Rango de lectura y nivel de complejidad del texto;Paquete de 10 unidades;Escuche activamente, como individuo y como miembro de un grupo, una variedad de literatura apropiada para su edad leída en voz alta.
PK;Lectura de texto informativo;Ideas clave y detalles;RI.PK.1;Con indicaciones y apoyo, haga y responda preguntas sobre un texto informativo leído en voz alta.
PK;Lectura de texto informativo;Ideas clave y detalles;RI.PK.2;Con indicaciones y apoyo, recordar datos importantes de un texto informativo después de escucharlo leído en voz alta.
PK;Lectura de texto informativo;Ideas clave y detalles;RI.PK.3;Con indicaciones y apoyo, represente o actúe conceptos aprendidos al escuchar un texto informativo leído en voz alta (por ejemplo, haga un rascacielos con bloques después de escuchar un libro sobre ciudades o, después de una lectura en voz alta sobre animales, muestre cómo el andar de un elefante se diferencia del salto de un conejo).
PK;Lectura de texto informativo;Artesanía y estructura;RI.PK.4;Con indicaciones y apoyo, haga y responda preguntas sobre palabras desconocidas en un texto informativo leído en voz alta. (Consulte los Estándares de Lenguaje de Preescolar 4-6 para aplicar el conocimiento del vocabulario a la lectura).
PK;Lectura de texto informativo;Artesanía y estructura;RI.PK.6;"Con indicaciones y apoyo, ""lea"" ilustraciones en un libro ilustrado informativo describiendo los datos aprendidos de las imágenes (por ejemplo, cómo una semilla crece y se convierte en una planta)."
PK;Lectura de texto informativo;Integración de conocimientos e ideas;RI.PK.7;Con indicaciones y apoyo, describa detalles importantes de una ilustración o fotografía.
PK;Lectura de texto informativo;Integración de conocimientos e ideas;RI.PK.9;Con indicaciones y apoyo, identifique varios libros sobre un tema favorito o varios libros de un autor o ilustrador favorito.
PK;Lectura de texto informativo;Rango de lectura y nivel de complejidad del texto;RI.PK.10;Escuche activamente, como individuo y como miembro de un grupo, una variedad de textos informativos apropiados para su edad leídos en voz alta.
PK;Habilidades fundamentales de lectura;Conceptos de impresión;RF.PK.1;Con orientación y apoyo, demostrar comprensión de la organización y las características básicas del texto impreso y escrito: libros, palabras, letras y el alfabeto.
PK;Habilidades fundamentales de lectura;Conceptos de impresión;RF.PK.1.a;Manipule los libros con respeto y de manera apropiada, sosteniéndolos en posición vertical y pasando las páginas una a la vez, de adelante hacia atrás.
PK;Habilidades fundamentales de lectura;Conceptos de impresión;RF.PK.1.d;Reconocer y nombrar algunas letras mayúsculas del alfabeto y las letras minúsculas de su propio nombre.
PK;Habilidades fundamentales de lectura;Conceptos de impresión;RF.PK.2;Con orientación y apoyo, demostrar comprensión de las palabras habladas, sílabas y sonidos (fonemas).
PK;Habilidades fundamentales de lectura;Conceptos de impresión;RF.PK.2.a;Con orientación y apoyo, reconocer y producir palabras que riman (por ejemplo, identificar palabras que riman con /cat/ como /bat/ y /sat/).
PK;Habilidades fundamentales de lectura;Conceptos de impresión;RF.PK.2.b;Con orientación y apoyo, segmente las palabras en una oración simple aplaudiendo y nombrando la cantidad de palabras en la oración.
PK;Habilidades fundamentales de lectura;Conceptos de impresión;RF.PK.2.c;Identificar el sonido inicial de una palabra hablada y, con orientación y apoyo, generar varias otras palabras que tengan el mismo sonido inicial.
PK;Habilidades fundamentales de lectura;Fonética y reconocimiento de palabras;RF.PK.3;Demostrar una comprensión inicial de las habilidades fonéticas y de análisis de palabras.
PK;Habilidades fundamentales de lectura;Fonética y reconocimiento de palabras;RF.PK.3.a;"Vincular un sonido inicial a una imagen de un objeto que comience con ese sonido y, con orientación y apoyo, a la letra impresa correspondiente (por ejemplo, vincular el sonido inicial /b/ a una imagen de una pelota y, con apoyo, a una ""B"" impresa o escrita)."
PK;Habilidades fundamentales de lectura;Fonética y reconocimiento de palabras;RF.PK.3.c;Reconocer el propio nombre y señales y etiquetas familiares comunes (por ejemplo, PARE).
PK;Escritura;Tipos de texto y propósitos;Paquete W.1;"Dictar palabras para expresar una preferencia u opinión sobre un tema (por ejemplo, ""Me gustaría ir a la estación de bomberos para ver el camión y conocer a los bomberos"")."
PK;Escritura;Tipos de texto y propósitos;Paquete W.2;Utilice una combinación de dictado y dibujo para proporcionar información sobre un tema.
PK;Escritura;Tipos de texto y propósitos;Paquete W.3;Utilice una combinación de dictado y dibujo para contar una historia.
PK;Escritura;Producción y distribución de escritos;Paquete W.6;Reconocer que las herramientas digitales (por ejemplo, computadoras, teléfonos móviles, cámaras) se utilizan para la comunicación y, con orientación y apoyo, utilizarlas para transmitir mensajes en imágenes y/o palabras.
PK;Hablar y escuchar;Comprensión y colaboración;SL.PK.1;Participe en conversaciones colaborativas con diversos compañeros durante las rutinas diarias y el juego.
PK;Hablar y escuchar;Comprensión y colaboración;SL.PK.1.a;Observar y utilizar formas apropiadas de interactuar en un grupo (por ejemplo, tomar turnos para hablar, escuchar a sus compañeros, esperar hasta que otra persona termine de hablar, hacer preguntas y esperar una respuesta, ganar la palabra de manera apropiada).
PK;Hablar y escuchar;Comprensión y colaboración;SL.PK.1.b;Continuar una conversación a través de múltiples intercambios.
PK;Hablar y escuchar;Comprensión y colaboración;SL.PK.2;Recordar información durante períodos cortos de tiempo y volver a contar, representar o representar información de un texto leído en voz alta, una grabación o un video (por ejemplo, ver un video sobre aves y sus hábitats y hacer dibujos o construcciones de aves y sus nidos).
PK;Hablar y escuchar;Comprensión y colaboración;SL.PK.3;Hacer preguntas y responderlas para buscar ayuda, obtener información o aclarar algo que no se entiende.
PK;Hablar y escuchar;Presentación de conocimientos e ideas;SL.PK.4;"Describe experiencias personales; cuenta historias."
PK;Hablar y escuchar;Presentación de conocimientos e ideas;SL.PK.5;Crear representaciones de experiencias o historias (por ejemplo, dibujos, construcciones con bloques u otros materiales, modelos de arcilla) y explicarlas a otros.
PK;Hablar y escuchar;Presentación de conocimientos e ideas;SL.PK.6;Hablar audiblemente y expresar pensamientos, sentimientos e ideas.
PK;Idioma;Convenciones del inglés estándar;L.PK.1;Demostrar dominio de las convenciones de la gramática y el uso del inglés estándar al hablar.
PK;Idioma;Convenciones del inglés estándar;L.PK.1.a;"Demostrar la capacidad de hablar en oraciones completas y formular preguntas utilizando sustantivos, verbos, palabras interrogativas y preposiciones de uso frecuente; nombrar y utilizar en contexto los números del 0 al 10 (consulte los estándares de matemáticas de prejardín de infantes para conteo y cardinalidad)."
PK;Idioma;Adquisición y uso de vocabulario;L.PK.4;Haga y responda preguntas sobre el significado de nuevas palabras y frases presentadas a través de libros, actividades y juegos.
PK;Idioma;Adquisición y uso de vocabulario;L.PK.4.a;Con orientación y apoyo, genere palabras que tengan un significado similar (por ejemplo, feliz/contento, enojado/enojado).
PK;Idioma;Adquisición y uso de vocabulario;Paquete L.5;Con la orientación y el apoyo de los adultos, explore las relaciones entre las palabras y los matices de sus significados.
PK;Idioma;Adquisición y uso de vocabulario;L.PK.5.a;Demostrar comprensión de conceptos clasificando objetos comunes en categorías (por ejemplo, clasificar objetos por color, forma o textura).
PK;Idioma;Adquisición y uso de vocabulario;L.PK.5.b;Identificar conexiones de la vida real entre las palabras y su uso (por ejemplo, señalar lugares en la escuela que sean coloridos).
PK;Idioma;Adquisición y uso de vocabulario;L.PK.5.c;Aplicar las palabras aprendidas en las actividades del aula a ejemplos de la vida real (por ejemplo, nombrar lugares en la escuela que sean divertidos, tranquilos o ruidosos).
PK;Idioma;Adquisición y uso de vocabulario;L.PK.6;Utilice palabras y frases adquiridas a través de conversaciones, escuchando libros leídos en voz alta, actividades y juegos.
K;Lectura de literatura;Ideas clave y detalles;RL.K.1;Con indicaciones y apoyo, haga y responda preguntas sobre detalles clave en un texto.
K;Lectura de literatura;Ideas clave y detalles;RL.K.2;Con indicaciones y apoyo, vuelva a contar historias conocidas, incluidos los detalles clave.
K;Lectura de literatura;Ideas clave y detalles;RL.K.3;Con indicaciones y apoyo, identificar personajes, escenarios y eventos principales en una historia.
K;Lectura de literatura;Artesanía y estructura;RL.K.4;Haga y responda preguntas sobre palabras desconocidas en un texto. (Consulte los Estándares de Lenguaje de Kindergarten 4-6 sobre la aplicación del conocimiento de vocabulario a la lectura).
K;Lectura de literatura;Artesanía y estructura;RL.K.5;"Reconocer tipos comunes de textos y características de su estructura (por ejemplo, elementos de la historia en los libros; rima, ritmo y repetición en poemas)."
K;Lectura de literatura;Artesanía y estructura;RL.K.6;"Con indicaciones y apoyo, explique que leer la portada o página del título es la manera de descubrir quién creó un libro; nombrar al autor y al ilustrador de un libro y definir el papel de cada uno al contar la historia."
K;Lectura de literatura;Integración de conocimientos e ideas;RL.K.7;Con indicaciones y apoyo, describa la relación entre las ilustraciones y la historia en la que aparecen (por ejemplo, qué momento de una historia representa una ilustración).
K;Lectura de literatura;Integración de conocimientos e ideas;RL.K.8;(No aplicable.)
K;Lectura de literatura;Integración de conocimientos e ideas;RL.K.9;Con indicaciones y apoyo, compare y contraste las aventuras y experiencias de personajes de historias conocidas.
K;Lectura de literatura;Rango de lectura y nivel de complejidad del texto;RL.K.10;Participar activamente en actividades de lectura grupal con propósito y comprensión.
K;Lectura de texto informativo;Ideas clave y detalles;RI.K.1;Con indicaciones y apoyo, haga y responda preguntas sobre detalles clave en un texto.
K;Lectura de texto informativo;Ideas clave y detalles;RI.K.2;Con indicaciones y apoyo, identificar el tema principal y volver a contar detalles clave de un texto.
K;Lectura de texto informativo;Ideas clave y detalles;RI.K.3;Con indicaciones y apoyo, describa la conexión entre dos personas, eventos, ideas o piezas de información en un texto.
K;Lectura de texto informativo;Artesanía y estructura;RI.K.4;Con indicaciones y apoyo, haga y responda preguntas sobre palabras desconocidas en un texto. (Consulte los Estándares de Lenguaje de Kindergarten 4-6 para aplicar el conocimiento del vocabulario a la lectura).
K;Lectura de texto informativo;Artesanía y estructura;RI.K.5;Identificar la portada, la contraportada y la página del título de un libro.
K;Lectura de texto informativo;Artesanía y estructura;RI.K.6;Nombrar al autor y al ilustrador de un texto y definir el papel de cada uno en la presentación de las ideas o información en un texto.
K;Lectura de texto informativo;Integración de conocimientos e ideas;RI.K.7;Con indicaciones y apoyo, describa la relación entre las ilustraciones y el texto en el que aparecen (por ejemplo, qué persona, lugar, cosa o idea en el texto representa una ilustración).
K;Lectura de texto informativo;Integración de conocimientos e ideas;RI.K.8;Con indicaciones y apoyo, identifique las razones que da un autor para respaldar los puntos de un texto.
K;Lectura de texto informativo;Integración de conocimientos e ideas;RI.K.9;Con indicaciones y apoyo, identificar similitudes y diferencias básicas entre dos textos sobre el mismo tema (por ejemplo, en ilustraciones, descripciones o procedimientos).
K;Lectura de texto informativo;Rango de lectura y nivel de complejidad del texto;RI.K.10;Participar activamente en actividades de lectura grupal con propósito y comprensión.
K;Habilidades fundamentales de lectura;Conceptos de impresión;RF.K.1;Demostrar comprensión de la organización y las características básicas de la impresión.
K;Habilidades fundamentales de lectura;Conceptos de impresión;RF.K.1.a;Siga las palabras de izquierda a derecha, de arriba a abajo y página por página.
K;Habilidades fundamentales de lectura;Conceptos de impresión;RF.K.1.b;Reconocer que las palabras habladas están representadas en el lenguaje escrito por secuencias específicas de letras.
K;Habilidades fundamentales de lectura;Conceptos de impresión;RF.K.1.c;Comprenda que las palabras están separadas por espacios en la letra impresa.
K;Habilidades fundamentales de lectura;Conceptos de impresión;RF.K.1.d;Reconocer y nombrar todas las letras mayúsculas y minúsculas del alfabeto.
K;Habilidades fundamentales de lectura;Conciencia fonológica;RF.K.2;Demostrar comprensión de las palabras habladas, sílabas y sonidos (fonemas).
K;Habilidades fundamentales de lectura;Conciencia fonológica;RF.K.2.a;Reconocer y producir palabras que riman.
K;Habilidades fundamentales de lectura;Conciencia fonológica;RF.K.2.b;Contar, pronunciar, combinar y segmentar sílabas en palabras habladas.
K;Habilidades fundamentales de lectura;Conciencia fonológica;RF.K.2.c;Mezclar y segmentar inicios y rimas de palabras habladas de una sola sílaba.
K;Habilidades fundamentales de lectura;Conciencia fonológica;RF.K.2.d;Aísle y pronuncie los sonidos vocales inicial, medial y final (fonemas) en palabras de tres fonemas (consonante-vocal-consonante o CVC). (Esto no incluye las CVC que terminan en /l/, /r/ o /x/). [Nota: Las palabras, sílabas o fonemas escritos entre /barras/ se refieren a su pronunciación o fonología. Por lo tanto, /CVC/ es una palabra con tres fonemas, independientemente del número de letras que la grafique].
K;Habilidades fundamentales de lectura;Conciencia fonológica;RF.K.2.e;Agregue o sustituya sonidos individuales (fonemas) en palabras simples de una sílaba para formar palabras nuevas.
K;Habilidades fundamentales de lectura;Fonética y reconocimiento de palabras;RF.K.3;Conocer y aplicar habilidades fonéticas y de análisis de palabras del nivel de grado para decodificar palabras.
K;Habilidades fundamentales de lectura;Fonética y reconocimiento de palabras;RF.K.3.a;Demostrar conocimientos básicos de las correspondencias entre letras y sonidos produciendo el sonido principal o muchos de los sonidos más frecuentes para cada consonante.
K;Habilidades fundamentales de lectura;Fonética y reconocimiento de palabras;RF.K.3.b;Asocie los sonidos largos y cortos con las grafías comunes (grafemas) de las cinco vocales principales.
K;Habilidades fundamentales de lectura;Fonética y reconocimiento de palabras;RF.K.3.c;Leer palabras comunes de alta frecuencia a simple vista (por ejemplo, el, de, a, usted, ella, mi, es, son, hacer, hace).
K;Habilidades fundamentales de lectura;Fonética y reconocimiento de palabras;RF.K.3d;Distinguir entre palabras escritas de manera similar identificando los sonidos de las letras que difieren.
K;Habilidades fundamentales de lectura;Fluidez;RF.K.4;Leer textos para lectores emergentes con propósito y comprensión.
K;Normas;Tipos de texto y propósitos;Semana 1;Utilice una combinación de dibujo, dictado y escritura para componer piezas de opinión en las que le digan al lector el tema o el nombre del libro sobre el que están escribiendo y expresen una opinión o preferencia sobre el tema o el libro (por ejemplo, Mi libro favorito es
K;Normas;Tipos de texto y propósitos;Semana 2;Utilice una combinación de dibujo, dictado y escritura para componer textos informativos/explicativos que nombren y aporten alguna información sobre un tema.
K;Normas;Tipos de texto y propósitos;Semana 3;"Utilice una combinación de dibujo, dictado y escritura para narrar un solo evento o experiencia, o varios eventos o experiencias vagamente relacionados; secuencia la narración apropiadamente y proporciona una reacción a lo que sucedió."
K;Normas;Tipos de texto y propósitos;Semana 3.a;Para los poemas, use palabras que rimen para crear estructuras (consulte el Estándar 2a de habilidades fundamentales de lectura de jardín de infantes).
K;Normas;Producción y distribución de escritos;Semana 5;Con la orientación y el apoyo de los adultos, responda las preguntas y sugerencias de sus compañeros y agregue detalles para fortalecer la escritura según sea necesario.
K;Normas;Producción y distribución de escritos;Semana 5.b;Demostrar la capacidad de utilizar vocabulario apropiado para el jardín de infantes (como se describe en los estándares de lenguaje del jardín de infantes 4 a 6).
K;Normas;Producción y distribución de escritos;Semana 6;Con la orientación y el apoyo de los adultos, explore una variedad de herramientas digitales para producir y publicar escritos, incluso en colaboración con sus compañeros.
K;Normas;Investigación para construir y presentar conocimiento;Semana 7;Participar en proyectos compartidos de investigación y escritura (por ejemplo, explorar varios libros de un autor favorito y expresar opiniones sobre ellos).
K;Normas;Investigación para construir y presentar conocimiento;Semana 8;Con la orientación y el apoyo de los adultos, recordar información de experiencias o recopilar información de fuentes proporcionadas para responder una pregunta.
K;Normas;Rango de escritura;Semana 10;Escribir o dictar textos para una variedad de tareas, propósitos y audiencias.
K;Hablar y escuchar;Comprensión y colaboración;SL.K.1;Participe en conversaciones colaborativas con diversos socios sobre temas y textos de jardín de infantes con compañeros y adultos en grupos pequeños y grandes.
K;Hablar y escuchar;Comprensión y colaboración;SL.K.1.a;Seguir reglas acordadas para las discusiones (por ejemplo, escuchar a los demás y tomar turnos para hablar sobre los temas y textos en discusión).
K;Hablar y escuchar;Comprensión y colaboración;SL.K.1.b;Continuar una conversación a través de múltiples intercambios.
K;Hablar y escuchar;Comprensión y colaboración;SL.K.2;Confirmar la comprensión de un texto leído en voz alta o de información presentada oralmente o a través de otros medios haciendo y respondiendo preguntas sobre detalles clave y solicitando aclaraciones si no se entiende algo.
K;Hablar y escuchar;Comprensión y colaboración;SL.K.3;Hacer preguntas y responderlas para buscar ayuda, obtener información o aclarar algo que no se entiende.
K;Hablar y escuchar;Presentación de conocimientos e ideas;SL.K.4;Describa personas, lugares, cosas y eventos familiares y, con indicaciones y apoyo, proporcione detalles adicionales.
K;Hablar y escuchar;Presentación de conocimientos e ideas;SL.K.5;Agregue dibujos u otras representaciones visuales a las descripciones según desee para proporcionar detalles adicionales.
K;Hablar y escuchar;Presentación de conocimientos e ideas;SL.K.6;Hable audiblemente y exprese pensamientos, sentimientos e ideas con claridad.
K;Idioma;Convenciones del inglés estándar;LK1;"Demostrar dominio de las convenciones de la gramática y el uso del inglés estándar al escribir o hablar; retener y desarrollar aún más las habilidades lingüísticas aprendidas previamente."
K;Idioma;Convenciones del inglés estándar;LK1.a;"Estructura y significado de las oraciones: Demostrar la capacidad de producir y ampliar oraciones completas, utilizando sustantivos, pronombres, adjetivos, verbos, palabras interrogativas y preposiciones que aparecen con frecuencia; nombrar y usar en contexto los números del 0 al 100 (ver el tapete de jardín de infantes)."
K;Idioma;Convenciones del inglés estándar;LK1.b;Estructura y significado de las oraciones: formule preguntas que busquen información adicional, en lugar de una simple respuesta de sí/no.
K;Idioma;Convenciones del inglés estándar;LK1.c;Uso de palabras: Forme sustantivos plurales regulares oralmente agregando /s/ o /es/.
K;Idioma;Convenciones del inglés estándar;LK2;Demostrar dominio de las convenciones de mayúsculas, puntuación y ortografía del inglés estándar al escribir.
K;Idioma;Convenciones del inglés estándar;LK2.a;Imprima letras mayúsculas y minúsculas.
K;Idioma;Convenciones del inglés estándar;LK2.b;Escriba con mayúscula la primera palabra de una oración y el pronombre yo.
K;Idioma;Convenciones del inglés estándar;LK2.c;Reconocer y nombrar los signos de puntuación final.
K;Idioma;Convenciones del inglés estándar;LK2.d;Escribe una letra o letras para la mayoría de los sonidos consonánticos y vocales cortas (fonemas).
K;Idioma;Convenciones del inglés estándar;LK2.e;Deletrear palabras sencillas fonéticamente, basándose en el conocimiento de las relaciones entre sonido y letra.
K;Idioma;Convenciones del inglés estándar;LK2.f;Escriba los números del 0 al 20 (consulte los estándares de matemáticas de jardín de infantes para conteo y cardinalidad).
K;Idioma;Adquisición y uso de vocabulario;LK4;Determinar o aclarar el significado de palabras y frases desconocidas y de significado múltiple basándose en la lectura y el contenido del jardín de infantes.
K;Idioma;Adquisición y uso de vocabulario;LK4.a;Identificar nuevos significados para palabras conocidas y aplicarlos con precisión (por ejemplo, saber que pato es un pájaro y aprender el verbo pato).
K;Idioma;Adquisición y uso de vocabulario;LK5;Con la orientación y el apoyo de los adultos, explore las relaciones entre palabras y los matices en los significados de las palabras.
K;Idioma;Adquisición y uso de vocabulario;LK5.a;Clasifique objetos comunes en categorías (por ejemplo, formas, alimentos) para obtener una idea de los conceptos que representan las categorías.
K;Idioma;Adquisición y uso de vocabulario;LK5.b;Demostrar comprensión de verbos y adjetivos que aparecen con frecuencia relacionándolos con sus opuestos (antónimos).
K;Idioma;Adquisición y uso de vocabulario;LK5.c;Identificar conexiones de la vida real entre las palabras y su uso (por ejemplo, señalar lugares en la escuela que sean coloridos).
K;Idioma;Adquisición y uso de vocabulario;LK5.d;Distinguir matices de significado entre verbos que describen la misma acción general (por ejemplo, caminar, marchar, pavonearse, brincar) representando los significados.
K;Idioma;Adquisición y uso de vocabulario;LK6;Utilizar palabras y frases adquiridas a través de conversaciones, actividades del programa de jardín de infantes, lectura y lectura, y respuesta a textos.
1;Lectura de literatura;Ideas clave y detalles;RL.1.1;Hacer y responder preguntas sobre detalles clave en un texto.
1;Lectura de literatura;Ideas clave y detalles;RL.1.2;Volver a contar historias, incluidos los detalles clave, y demostrar comprensión de su mensaje o lección central.
1;Lectura de literatura;Ideas clave y detalles;RL.1.3;Describe personajes, escenarios y eventos principales de una historia, utilizando detalles clave.
1;Lectura de literatura;Artesanía y estructura;RL.1.4;Identificar palabras y frases en cuentos o poemas que evoquen sentimientos o atraigan los sentidos. (Consultar los Estándares de Lenguaje de 1.er grado, 4-6, sobre la aplicación del vocabulario a la lectura).
1;Lectura de literatura;Artesanía y estructura;RL.1.5;Identificar las características de los tipos comunes de historias, incluidos los cuentos populares y los cuentos de hadas.
