Grado;Área;Tema;Código;Descripción
Pre-K-2;Salud física e higiene;Autogestión y establecimiento de objetivos: establecer objetivos, adoptar conductas que promuevan la salud y evitar conductas de riesgo.;2.2.PH.1;Identificar una variedad de hábitos que puedan promover la salud de los niños (por ejemplo, cepillarse los dientes, una nutrición adecuada, ir al médico, dormir lo suficiente, estar físicamente activo, limitar el tiempo frente a la pantalla, lavarse las manos, etc.). [HPE]
Pre-K-2;Salud física e higiene;Autogestión y establecimiento de objetivos: establecer objetivos, adoptar conductas que promuevan la salud y evitar conductas de riesgo.;2.2.PH.2;"Explique cómo un joven puede mantener o mejorar la salud tanto de su cuerpo como de su mente. [HPE; SE]"
Pre-K-2;Salud física e higiene;Autogestión y establecimiento de objetivos: establecer objetivos, adoptar conductas que promuevan la salud y evitar conductas de riesgo.;2.2.PH.3;Utilice nombres médicamente precisos para las partes del cuerpo, incluidos los genitales, al comunicarse sobre su cuerpo y su salud física. [HPE]
Pre-K-2;Salud física e higiene;Autogestión y establecimiento de objetivos: establecer objetivos, adoptar conductas que promuevan la salud y evitar conductas de riesgo.;2.2.PH.4;Demostrar independencia en prácticas que promueven la salud, como lavarse las manos, cepillarse los dientes de forma adecuada, estornudar y toser en el codo, realizar actividad física y usar y desechar los pañuelos de forma adecuada. [HPE]
Pre-K-2;Salud física e higiene;Autogestión y establecimiento de objetivos: establecer objetivos, adoptar conductas que promuevan la salud y evitar conductas de riesgo.;2.2.PH.5;Establezca una meta simple relacionada con los hábitos de salud física y monitoree el progreso hacia la meta con la ayuda de un adulto. [HPE]
Pre-K-2;Seguridad personal;Autogestión y establecimiento de objetivos: establecer objetivos, adoptar conductas que promuevan la salud y evitar conductas de riesgo.;2.2.PS.1;Aplicar estrategias para mantenerse seguro en una variedad de situaciones (por ejemplo, en el patio de juegos, durante la educación física, cerca del agua, al usar recreación con ruedas, como peatón, cerca de elementos de cocina o fuego, en el autobús, cuando está en línea, cerca de armas o en situaciones de violencia armada) y determinar cuándo informar situaciones inseguras a un adulto. [HPE]
Pre-K-2;Seguridad personal;Autogestión y establecimiento de objetivos: establecer objetivos, adoptar conductas que promuevan la salud y evitar conductas de riesgo.;2.2.PS.2;Proporcionar ejemplos de cómo las reglas pueden mantener seguros a los niños e identificar reglas para ayudarlos a mantenerse seguros en diversas situaciones (por ejemplo, relacionadas con medicamentos, seguridad en el patio de juegos, educación física, amenazas de violencia, espacio personal y límites). [HPE]
Pre-K-2;Seguridad personal;Autogestión y establecimiento de objetivos: establecer objetivos, adoptar conductas que promuevan la salud y evitar conductas de riesgo.;2.2.PS.3;Demostrar cómo responder (por ejemplo, gritar, alejarse, avisarle a un adulto, buscar ayuda) y obtener ayuda en una variedad de situaciones de emergencia, incluido cuándo y cómo llamar al 9-1-1. [ÉL]
Pre-K-2;Seguridad personal;Autogestión y establecimiento de objetivos: establecer objetivos, adoptar conductas que promuevan la salud y evitar conductas de riesgo.;2.2.PS.4;Identifica adultos confiables en quienes confiar y lugares a los que acudir si te sientes personalmente amenazado (por ejemplo, si alguien dice que te va a hacer daño o lastimar). [ÉL]
Pre-K-2;Seguridad personal;Autogestión y establecimiento de objetivos: establecer objetivos, adoptar conductas que promuevan la salud y evitar conductas de riesgo.;2.2.PS.5;"Demostrar la capacidad de pedir ayuda a un adulto de confianza (incluso para resolver problemas) en una variedad de situaciones. [HPE; SE]"
Pre-K-2;Seguridad personal;Autogestión y establecimiento de objetivos: establecer objetivos, adoptar conductas que promuevan la salud y evitar conductas de riesgo.;2.2.PS.6;Reconocer el contacto físico seguro, inseguro e inapropiado y demostrar cómo avisarle a un adulto de confianza si esto sucede. [ÉL]
Pre-K-2;Seguridad personal;Autogestión y establecimiento de objetivos: establecer objetivos, adoptar conductas que promuevan la salud y evitar conductas de riesgo.;2.2.PS.7;Identificar y practicar conductas de seguridad personal: decir no, alejarse, contárselo a un adulto. [ÉL]
Pre-K-2;Actividad física y aptitud física;Autogestión y establecimiento de objetivos: establecer objetivos, adoptar conductas que promuevan la salud y evitar conductas de riesgo.;2.2.PF.1;Demostrar un autoconcepto positivo, autoestima y confianza en las habilidades en una variedad de entornos, incluida la práctica de nuevas habilidades de movimiento, la demostración de habilidades a sus compañeros y la participación en juegos y actividades cooperativas y competitivas. [PE]
Pre-K-2;Actividad física y aptitud física;Autogestión y establecimiento de objetivos: establecer objetivos, adoptar conductas que promuevan la salud y evitar conductas de riesgo.;2.2.PF.2;Reconocer las respuestas corporales, los cambios fisiológicos en sus cuerpos y las emociones durante el movimiento y la actividad física. [HPE]
Pre-K-2;Actividad física y aptitud física;Autogestión y establecimiento de objetivos: establecer objetivos, adoptar conductas que promuevan la salud y evitar conductas de riesgo.;2.2.PF.3;"Identificar y describir las fortalezas e intereses relacionados con la actividad física y las habilidades de movimiento, y aquellos para los que se necesita esfuerzo y práctica adicionales para experimentar el éxito. [PE; SE]"
Pre-K-2;Actividad física y aptitud física;Autogestión y establecimiento de objetivos: establecer objetivos, adoptar conductas que promuevan la salud y evitar conductas de riesgo.;2.2.PF.4;"Exhibir un comportamiento prosocial y contribuir a la creación y mantenimiento de entornos de aprendizaje seguros y de apoyo. [PE; SE]"
Pre-K-2;Actividad física y aptitud física;Autogestión y establecimiento de objetivos: establecer objetivos, adoptar conductas que promuevan la salud y evitar conductas de riesgo.;2.2.PF.5;Participar de forma segura en una variedad de situaciones de educación física, incluidas actividades independientes, en pareja y en grupo, con y sin equipo. [EF]
Pre-K-2;Actividad física y aptitud física;Autogestión y establecimiento de objetivos: establecer objetivos, adoptar conductas que promuevan la salud y evitar conductas de riesgo.;2.2.PF.6;Identificar la actividad física como un hábito que promueve la salud y contribuye a la salud y el bienestar general, y enumerar los beneficios de estos hábitos en el bienestar físico (por ejemplo, actividades que fortalecen el corazón y el sistema cardiovascular, contribuyen a la aptitud física, al desarrollo muscular) y la salud mental (por ejemplo, el manejo del estrés). [HPE]
Pre-K-2;Actividad física y aptitud física;Autogestión y establecimiento de objetivos: establecer objetivos, adoptar conductas que promuevan la salud y evitar conductas de riesgo.;2.2.PF.7;Identificar oportunidades, dentro y fuera del entorno escolar, para el juego seguro y activo y la actividad física para la autoexpresión, la interacción social, el disfrute personal y el desafío. [PE]
Pre-K-2;Actividad física y aptitud física;Autogestión y establecimiento de objetivos: establecer objetivos, adoptar conductas que promuevan la salud y evitar conductas de riesgo.;2.2.PF.8;Establecer una meta de actividad física a corto plazo que sea relevante para necesidades y habilidades específicas, tomar medidas significativas para lograr la meta e identificar personas en el hogar o en la escuela que puedan ayudar cuando se necesite asistencia para lograr la meta.[PE]
Pre-K-2;Relaciones saludables;Conciencia social, relaciones y habilidades de comunicación: mejorar las relaciones, la salud personal y la salud de los demás a través de la conciencia social y la comunicación eficaz.;2.3.HR.1;Defina el bullying y las burlas, explique las similitudes y diferencias y cómo ambos pueden ser perjudiciales.
Pre-K-2;Relaciones saludables;Conciencia social, relaciones y habilidades de comunicación: mejorar las relaciones, la salud personal y la salud de los demás a través de la conciencia social y la comunicación eficaz.;2.3.HR.2;"Definir y demostrar formas sencillas de comunicar límites personales y respetar los límites de los demás, incluidos los límites físicos, verbales, sexuales y emocionales (por ejemplo, explicar por qué es importante decirles a los demás que no toquen su cuerpo cuando no quieren que los toquen y por qué es importante dejar de tocar a alguien cuando indica que el contacto no es bienvenido). [HPE; SE]"
Pre-K-2;Relaciones saludables;Conciencia social, relaciones y habilidades de comunicación: mejorar las relaciones, la salud personal y la salud de los demás a través de la conciencia social y la comunicación eficaz.;2.3.HR.3;Explique cómo nadie tiene derecho a violar los límites personales y demuestre una negativa apropiada (por ejemplo, decirle a un adulto de confianza, decir NO, abandonar la situación) cuando alguien dice o hace algo que no respeta los límites personales. [HPE]
Pre-K-2;Relaciones saludables;Conciencia social, relaciones y habilidades de comunicación: mejorar las relaciones, la salud personal y la salud de los demás a través de la conciencia social y la comunicación eficaz.;2.3.HR.4;"Identificar los grupos a los que uno pertenece y reflexionar sobre las similitudes y diferencias con los demás. [HPE; SE]"
Pre-K-2;Relaciones saludables;Conciencia social, relaciones y habilidades de comunicación: mejorar las relaciones, la salud personal y la salud de los demás a través de la conciencia social y la comunicación eficaz.;2.3.HR.5;"Reconocer los beneficios y las estrategias de cooperación en diversos entornos (incluida la educación física). [Educación Física y Educación Física; Educación Física y Educación Física]"
Pre-K-2;Relaciones saludables;Conciencia social, relaciones y habilidades de comunicación: mejorar las relaciones, la salud personal y la salud de los demás a través de la conciencia social y la comunicación eficaz.;2.3.HR.6;"Analice los estereotipos, los prejuicios, la discriminación, la igualdad y la desigualdad y cómo estos pueden afectar las relaciones y las situaciones. [HPE; SE]"
Pre-K-2;Relaciones saludables;Conciencia social, relaciones y habilidades de comunicación: mejorar las relaciones, la salud personal y la salud de los demás a través de la conciencia social y la comunicación eficaz.;2.3.HR.7;Analice los estereotipos de roles de género y sus posibles impactos en personas de todos los géneros. [HPE]
Pre-K-2;Relaciones saludables;Conciencia social, relaciones y habilidades de comunicación: mejorar las relaciones, la salud personal y la salud de los demás a través de la conciencia social y la comunicación eficaz.;2.3.HR.8;"Reconocer la diversidad, incluidas (entre otras) las diferencias y tradiciones raciales, étnicas, religiosas, culturales y de discapacidad, y demostrar respeto por los demás, así como empatía y maneras de tratar a todas las personas con dignidad y respeto. [HPE; SE]"
Pre-K-2;Relaciones saludables;Conciencia social, relaciones y habilidades de comunicación: mejorar las relaciones, la salud personal y la salud de los demás a través de la conciencia social y la comunicación eficaz.;2.3.HR.9;"Demostrar conocimiento y maneras de mostrar respeto por las diferentes estructuras familiares (por ejemplo, familias con padres heterosexuales, familias con padres del mismo sexo, familias monoparentales, familias intergeneracionales, familias adoptivas, familias de acogida). [HE; SE]"
Pre-K-2;Relaciones saludables;Conciencia social, relaciones y habilidades de comunicación: mejorar las relaciones, la salud personal y la salud de los demás a través de la conciencia social y la comunicación eficaz.;2.3.HR.10;"Predecir cómo se sentirá otra persona en diversas situaciones y mostrar comportamientos compasivos y empáticos. [ÉL; SE]"
Pre-K-2;Salud mental y emocional;Conciencia social, relaciones y habilidades de comunicación: mejorar las relaciones, la salud personal y la salud de los demás a través de la conciencia social y la comunicación eficaz.;2.3.MH.1;"Identificar las razones por las que es importante tener relaciones sociales positivas (por ejemplo, emociones positivas, apoyo y ayuda, alguien con quien jugar). [HPE; SE]"
Pre-K-2;Salud mental y emocional;Conciencia social, relaciones y habilidades de comunicación: mejorar las relaciones, la salud personal y la salud de los demás a través de la conciencia social y la comunicación eficaz.;2.3.MH.2;"Identificar y practicar estrategias para hacer y conservar amistades, y desarrollar relaciones positivas con los compañeros (por ejemplo, identificar y reconocer los sentimientos de otras personas, comunicarse eficazmente, pedir ayuda). [HPE; SE]"
Pre-K-2;Salud mental y emocional;Conciencia social, relaciones y habilidades de comunicación: mejorar las relaciones, la salud personal y la salud de los demás a través de la conciencia social y la comunicación eficaz.;2.3.MH.3;"Identificar y practicar cómo hablar con adultos de confianza, padres/tutores y/o familiares sobre los sentimientos. [HPE; SE]ÿ"
Pre-K-2;Salud mental y emocional;Conciencia social, relaciones y habilidades de comunicación: mejorar las relaciones, la salud personal y la salud de los demás a través de la conciencia social y la comunicación eficaz.;2.3.MH.4;"Expresar eficazmente necesidades, deseos y sentimientos mediante acciones verbales y no verbales. [HPE; SE]"
Pre-K-2;Salud mental y emocional;Conciencia social, relaciones y habilidades de comunicación: mejorar las relaciones, la salud personal y la salud de los demás a través de la conciencia social y la comunicación eficaz.;2.3.MH.5;"Mostrar respeto por los sentimientos, derechos y propiedad de los demás. [HPE; SE]"
Pre-K-2;Salud mental y emocional;Conciencia social, relaciones y habilidades de comunicación: mejorar las relaciones, la salud personal y la salud de los demás a través de la conciencia social y la comunicación eficaz.;2.3.MH.6;"Demostrar habilidades efectivas de escucha y comunicación, incluyendo dar y aceptar elogios y retroalimentación, individualmente y en entornos grupales. [HPE; SE]"
Pre-K-2;Salud mental y emocional;Conciencia social, relaciones y habilidades de comunicación: mejorar las relaciones, la salud personal y la salud de los demás a través de la conciencia social y la comunicación eficaz.;2.3.MH.7;"Reconocer y apreciar las diferencias individuales en los demás. [HPE; SE]"
Pre-K-2;Salud mental y emocional;Conciencia social, relaciones y habilidades de comunicación: mejorar las relaciones, la salud personal y la salud de los demás a través de la conciencia social y la comunicación eficaz.;2.3.MH.8;"Describe cualidades positivas en ti mismo y en los demás. [HPE; SE]"
Pre-K-2;Salud mental y emocional;Conciencia social, relaciones y habilidades de comunicación: mejorar las relaciones, la salud personal y la salud de los demás a través de la conciencia social y la comunicación eficaz.;2.3.MH.9;"Identificar las razones por las que pueden surgir conflictos y desacuerdos en diversas situaciones y estrategias para resolver malentendidos y gestionar conflictos. [HPE; SE]"
Pre-K-2;Actividad física y aptitud física;Habilidades de movimiento: Demostrar competencia y conocimiento de una variedad de formas de movimiento, habilidades motoras, componentes y principios de aptitud física para participar en actividades físicas útiles y que promuevan la salud, incluidos deportes y juegos.;2.4.PF.1;Demostrar movimientos locomotores apropiados para el desarrollo (es decir, saltar, galopar, trotar, deslizarse, saltar, rodar y correr) y conceptos de movimiento (es decir, viajar en varias trayectorias, mostrar diferenciación de velocidad) en entornos dinámicos (por ejemplo, incorporados en una actividad de baile o ritmo, aplicados durante un juego o actividad). [PE]
Pre-K-2;Actividad física y aptitud física;Habilidades de movimiento: Demostrar competencia y conocimiento de una variedad de formas de movimiento, habilidades motoras, componentes y principios de aptitud física para participar en actividades físicas útiles y que promuevan la salud, incluidos deportes y juegos.;2.4.PF.2;Demostrar diferentes niveles (bajo, medio y alto), una variedad de relaciones con los objetos (es decir, encima, debajo, alrededor, a través) y la capacidad de variar la velocidad y la fuerza mientras se viaja. [PE]
Pre-K-2;Actividad física y aptitud física;Habilidades de movimiento: Demostrar competencia y conocimiento de una variedad de formas de movimiento, habilidades motoras, componentes y principios de aptitud física para participar en actividades físicas útiles y que promuevan la salud, incluidos deportes y juegos.;2.4.PF.3;Demostrar la capacidad de participar en actividades de movimiento rítmico (por ejemplo, moverse en el espacio propio y en el espacio general en respuesta a ritmos o ritmos designados, drumball, danza). [PE]
Pre-K-2;Actividad física y aptitud física;Habilidades de movimiento: Demostrar competencia y conocimiento de una variedad de formas de movimiento, habilidades motoras, componentes y principios de aptitud física para participar en actividades físicas útiles y que promuevan la salud, incluidos deportes y juegos.;2.4.PF.4;Demostrar saltos y aterrizajes apropiados para el desarrollo (es decir, utilizando una variedad de despegues y aterrizajes de uno y dos pies, y habilidades para saltar la cuerda). [PE]
Pre-K-2;Actividad física y aptitud física;Habilidades de movimiento: Demostrar competencia y conocimiento de una variedad de formas de movimiento, habilidades motoras, componentes y principios de aptitud física para participar en actividades físicas útiles y que promuevan la salud, incluidos deportes y juegos.;2.4.PF.5;Demostrar habilidades de estabilidad manteniendo el equilibrio y transfiriendo peso (una parte del cuerpo a otra) sobre diferentes bases de apoyo y combinando niveles y formas. [PE]
Pre-K-2;Actividad física y aptitud física;Habilidades de movimiento: Demostrar competencia y conocimiento de una variedad de formas de movimiento, habilidades motoras, componentes y principios de aptitud física para participar en actividades físicas útiles y que promuevan la salud, incluidos deportes y juegos.;2.4.PF.6;Demostrar acciones corporales estacionarias apropiadas para el desarrollo en entornos no dinámicos.
Pre-K-2;Actividad física y aptitud física;Habilidades de movimiento: Demostrar competencia y conocimiento de una variedad de formas de movimiento, habilidades motoras, componentes y principios de aptitud física para participar en actividades físicas útiles y que promuevan la salud, incluidos deportes y juegos.;2.4.PF.7;Demostrar habilidades de manipulación apropiadas para el desarrollo en diversos entornos (es decir, lanzar por debajo y por encima de la cabeza en un entorno no dinámico, atrapar, driblar con las manos y los pies, rebotar una pelota, volear, golpear, hacer rodar una pelota en entornos no dinámicos o dinámicos y patear). [PE]
Pre-K-2;Salud mental y emocional;Autoconciencia y análisis de influencias: examinar cómo las emociones, los pensamientos, las necesidades, los valores, las creencias y otros factores (tanto internos como externos) influyen en los comportamientos y articular cómo estas influencias impactan en el comportamiento y los resultados de salud.;2.5.MH.1;"Reconocer y etiquetar con precisión emociones simples (p. ej., felicidad, tristeza, enojo, preocupación, soledad). [HPE; SE]"
Pre-K-2;Salud mental y emocional;Autoconciencia y análisis de influencias: examinar cómo las emociones, los pensamientos, las necesidades, los valores, las creencias y otros factores (tanto internos como externos) influyen en los comportamientos y articular cómo estas influencias impactan en el comportamiento y los resultados de salud.;2.5.MH.2;"Explique que las emociones son información y que las emociones personales pueden ser iguales o diferentes a las emociones de los demás. [HPE; SE]"
Pre-K-2;Salud mental y emocional;Autoconciencia y análisis de influencias: examinar cómo las emociones, los pensamientos, las necesidades, los valores, las creencias y otros factores (tanto internos como externos) influyen en los comportamientos y articular cómo estas influencias impactan en el comportamiento y los resultados de salud.;2.5.MH.3;"Demostrar estrategias de regulación emocional para apoyar la salud mental y emocional solo o con el apoyo de adultos. [HPE; SE]"
Pre-K-2;Salud mental y emocional;Autoconciencia y análisis de influencias: examinar cómo las emociones, los pensamientos, las necesidades, los valores, las creencias y otros factores (tanto internos como externos) influyen en los comportamientos y articular cómo estas influencias impactan en el comportamiento y los resultados de salud.;2.5.MH.4;"Aceptar el fracaso y demostrar la capacidad de perseverar a pesar de los fracasos reales o percibidos. [HPE; SE]"
Pre-K-2;Salud mental y emocional;Autoconciencia y análisis de influencias: examinar cómo las emociones, los pensamientos, las necesidades, los valores, las creencias y otros factores (tanto internos como externos) influyen en los comportamientos y articular cómo estas influencias impactan en el comportamiento y los resultados de salud.;2.5.MH.5;"Demostrar prácticas orientadas al crecimiento al intentar, repetir y experimentar con una variedad de experiencias y actividades. [HPE; SE]"
Pre-K-2;Salud mental y emocional;Autoconciencia y análisis de influencias: examinar cómo las emociones, los pensamientos, las necesidades, los valores, las creencias y otros factores (tanto internos como externos) influyen en los comportamientos y articular cómo estas influencias impactan en el comportamiento y los resultados de salud.;2.5.MH.6;"Describir las fortalezas personales y las formas en que estas fortalezas apoyan la salud mental. [HPE; SE]"
Pre-K-2;Salud mental y emocional;Autoconciencia y análisis de influencias: examinar cómo las emociones, los pensamientos, las necesidades, los valores, las creencias y otros factores (tanto internos como externos) influyen en los comportamientos y articular cómo estas influencias impactan en el comportamiento y los resultados de salud.;2.5.MH.7;"Articular y celebrar las características individuales que hacen única a una persona, y explicar que la forma en que una persona se ve a sí misma puede verse influenciada por diferentes factores (por ejemplo, sus pares, los medios de comunicación, la cultura, la familia, la etapa de la vida). [HPE; SE]"
Pre-K-2;Salud mental y emocional;Autoconciencia y análisis de influencias: examinar cómo las emociones, los pensamientos, las necesidades, los valores, las creencias y otros factores (tanto internos como externos) influyen en los comportamientos y articular cómo estas influencias impactan en el comportamiento y los resultados de salud.;2.5.MH.8;"Demostrar estrategias que ayuden a todos los estudiantes a sentirse bienvenidos y valorados como parte de la comunidad escolar (por ejemplo, juego cooperativo, escuchar, demostrar interés, compartir). [HPE; SE]"
Pre-K-2;Salud física e higiene;Búsqueda de información y recursos: acceder, evaluar y utilizar información, productos, servicios y recursos relacionados de salud válidos y confiables.;2.6.PH.1;"Identificar a los asistentes de salud escolares y comunitarios y los recursos comunitarios. [HPE; SE]"
Pre-K-2;Salud física e higiene;Búsqueda de información y recursos: acceder, evaluar y utilizar información, productos, servicios y recursos relacionados de salud válidos y confiables.;2.6.PH.2;Identificar a personas que puedan ayudar con problemas de salud y afecciones potencialmente mortales (por ejemplo, episodios de asma, reacciones alérgicas, convulsiones, conmociones cerebrales). [HE]
Pre-K-2;Uso y abuso de sustancias;Búsqueda de información y recursos: acceder, evaluar y utilizar información, productos, servicios y recursos relacionados de salud válidos y confiables.;2.6.SU.1;Explique por qué es importante usar los medicamentos recetados y de venta libre de forma correcta y segura, y los riesgos de ingerir venenos domésticos (por ejemplo, blanqueador, detergente para ropa) y usar incorrectamente los productos domésticos. [HE]
Pre-K-2;Uso y abuso de sustancias;Búsqueda de información y recursos: acceder, evaluar y utilizar información, productos, servicios y recursos relacionados de salud válidos y confiables.;2.6.SU.2;Identificar adultos de confianza en el hogar y la escuela (por ejemplo, enfermera escolar, consejero vocacional) que puedan hablar sobre las reglas y prácticas relacionadas con el uso de medicamentos (por ejemplo, tomar medicamentos solo con la ayuda de un adulto, tomar solo las recetas que le recetaron). [ÉL]
Pre-K-2;Salud física e higiene;Autodefensa y promoción de la salud: Promover la salud y el bienestar personal, familiar y comunitario.;2.7.PH.1;Demostrar hábitos de higiene personal y otros comportamientos que eviten la propagación de enfermedades (incluidas las transmitidas por los alimentos) e infecciones. [HPE]
Pre-K-2;Salud física e higiene;Autodefensa y promoción de la salud: Promover la salud y el bienestar personal, familiar y comunitario.;2.7.PH.2;Describa los hábitos de salud personales (es decir, cepillarse los dientes y usar hilo dental, higiene, lavado de manos, dormir lo suficiente, protección solar, actividad física, limitar el tiempo frente a la pantalla) que pueden prevenir enfermedades y promover el autocuidado y la salud general. [HPE]
Pre-K-2;Salud física e higiene;Autodefensa y promoción de la salud: Promover la salud y el bienestar personal, familiar y comunitario.;2.7.PH.3;Autodefenderse para satisfacer necesidades de salud personales (por ejemplo, necesidad de lavarse las manos, solicitar protección solar, acceso a baños). [HPE]
Pre-K-2;Salud física e higiene;Autodefensa y promoción de la salud: Promover la salud y el bienestar personal, familiar y comunitario.;2.7.PH.4;Reconocer cómo las acciones de los demás pueden afectar la salud física (por ejemplo, la propagación de gérmenes) y alentar a sus compañeros a tomar decisiones positivas sobre hábitos de salud física y estrategias de prevención. [HPE]
Pre-K-2;Salud pública, comunitaria y ambiental;Autodefensa y promoción de la salud: Promover la salud y el bienestar personal, familiar y comunitario.;2.7.CE.1;Identificar el impacto de las actividades personales que contribuyen, positiva o negativamente, al medio ambiente. [HE]
Pre-K-2;Salud pública, comunitaria y ambiental;Autodefensa y promoción de la salud: Promover la salud y el bienestar personal, familiar y comunitario.;2.7.CE.2;Identificar las formas en que las comunidades en las que viven las personas pueden afectar su salud y bienestar. [HPE]
Pre-K-2;Salud pública, comunitaria y ambiental;Autodefensa y promoción de la salud: Promover la salud y el bienestar personal, familiar y comunitario.;2.7.CE.3;Identificar estrategias para minimizar el impacto en el medio ambiente (por ejemplo, reducir, reutilizar, reciclar). [HE]
Pre-K-2;Salud pública, comunitaria y ambiental;Autodefensa y promoción de la salud: Promover la salud y el bienestar personal, familiar y comunitario.;2.7.CE.4;Anime a sus compañeros y familiares a tomar decisiones que ayuden a proteger el medio ambiente (por ejemplo, reciclar, usar menos agua, apagar las luces). [ÉL]
Pre-K-2;Salud pública, comunitaria y ambiental;Autodefensa y promoción de la salud: Promover la salud y el bienestar personal, familiar y comunitario.;2.7.CE.5;Anime a sus compañeros y familiares a ayudar en la comunidad (por ejemplo, donar alimentos a una despensa de alimentos, limpiar la basura). [ÉL]
 3-5;Nutrición y alimentación equilibrada;Toma de decisiones y resolución de problemas: tomar decisiones informadas, responsables y que promuevan la salud, y resolver problemas en una variedad de situaciones relacionadas con la salud.;5.1.NE.1;Identificar los principios de una alimentación equilibrada para satisfacer las necesidades nutricionales (por ejemplo, moderación, comer una variedad de frutas y verduras, consumir alimentos ricos en nutrientes, limitar los alimentos procesados y los alimentos con alto contenido de azúcar añadido, beber agua, limitar las bebidas azucaradas) al tomar decisiones relacionadas con la nutrición. [HPE]
