Grau;Área;Emitir;Código;Descrição
K-2;Ferramentas digitais e colaboração;Colaboração e comunicação;K-2.DTC.b.1;Utilizar ferramentas digitais e recursos multimídia de forma colaborativa para comunicar ideias e detalhes importantes de maneira a informar, persuadir e/ou entreter.
K-2;Ferramentas digitais e colaboração;Colaboração e comunicação;K-2.DTC.b.2;Utilize diversas ferramentas digitais para trocar informações e feedback com os professores.
K-2;Ferramentas digitais e colaboração;Colaboração e comunicação;K-2.DTC.b.3;Utilize diversas ferramentas digitais para apresentar informações a outras pessoas.
K-2;Ferramentas digitais e colaboração;Investigação;K-2.DTC.c.1;Realizar buscas básicas por palavras-chave para coletar informações de fontes digitais fornecidas pelo professor (por exemplo, catálogo online da biblioteca, bases de dados).
K-2;Ferramentas digitais e colaboração;Investigação;K-2.DTC.c.2;Criar um artefato individualmente e em colaboração que responda a uma questão de pesquisa, expressando claramente pensamentos e ideias.
K-2;Ferramentas digitais e colaboração;Investigação;K-2.DTC.c.3;Reconhecer e nomear fontes de informação ou mídia (por exemplo, título do livro, autor do livro, site).
K-2;Ciência da Computação;dispositivos de computador;K-2.CS.a.1;Identificar os diferentes tipos de dispositivos informáticos presentes na sala de aula e noutros locais (ex.: portáteis, tablets, smartphones, computadores de mesa).
K-2;Ciência da Computação;dispositivos de computador;K-2.CS.a.2;Identifique os componentes visíveis dos dispositivos informáticos (por exemplo, teclado, ecrã, monitor, impressora, dispositivo apontador).
K-2;Ciência da Computação;dispositivos de computador;K-2.CS.a.3;Explique que os dispositivos de computador funcionam quando aplicativos, programas ou comandos são executados.
K-2;Ciência da Computação;dispositivos de computador;K-2.CS.a.4;"Operar diversos sistemas de computador (por exemplo, ligar, usar dispositivos de entrada/saída como mouse, teclado ou tela sensível ao toque; pesquisar, navegar, iniciar um programa)."
K-2;Ciência da Computação;Parcerias entre humanos e computadores;K-2.CS.b.1;Explique que os dispositivos computacionais são máquinas que não têm vida, mas que podem ser usadas para auxiliar os humanos em suas tarefas.
K-2;Ciência da Computação;Parcerias entre humanos e computadores;K-2.CS.b.2;Reconheça que algumas tarefas são melhor executadas por humanos e outras por dispositivos computacionais (por exemplo, um humano pode ser capaz de resgatar alguém em um ambiente normal, mas seria melhor usar robôs em um ambiente perigoso).
K-2;Ciência da Computação;Parcerias entre humanos e computadores;K-2.CS.b.3;Reconheça que diferentes ferramentas podem resolver o mesmo problema (por exemplo, lápis e papel, calculadoras e smartphones podem ser usados para resolver problemas matemáticos simples).
K-2;Ciência da Computação;Redes;K-2.CS.c.1;Explique que as redes conectam computadores e dispositivos local e globalmente, permitindo que as pessoas acessem informações e se comuniquem umas com as outras.
K-2;Pensamento computacional;Abstração;K-2.CT.a.1;Liste os atributos de um objeto comum, por exemplo, carros têm cor, tipo (por exemplo, caminhonete, van, sedã), número de assentos, etc.
K-2;Pensamento computacional;Algoritmos;K-2.CT.b.1;Defina um algoritmo como uma sequência de passos definidos.
K-2;Pensamento computacional;Algoritmos;K-2.CT.b.2;Crie um algoritmo simples, individualmente e em colaboração, sem usar computadores para concluir uma tarefa (por exemplo, fazer um sanduíche, se arrumar para a escola, pegar um livro na biblioteca).
K-2;Pensamento computacional;Algoritmos;K-2.CT.b.3;Implemente um algoritmo usando materiais tangíveis (por exemplo, objetos manipuláveis, seu corpo) ou apresente o algoritmo em um meio visual (por exemplo, um storyboard).
K-2;Pensamento computacional;Dados;K-2.CT.c.1;Identificar diferentes tipos de informação (por exemplo, texto, tabelas, gráficos, números, imagens, áudio, vídeo, coleções de objetos).
K-2;Pensamento computacional;Dados;K-2.CT.c.2;Identificar, investigar e reunir informações sobre um tópico, questão, problema ou pergunta usando tecnologias digitais adequadas à idade.
K-2;Pensamento computacional;Dados;K-2.CT.c.3;Propor, individualmente e em colaboração, uma solução para um problema ou questão com base na análise de informações.
K-2;Pensamento computacional;Dados;K-2.CT.c.4;Criar visualizações de informações individualmente e em colaboração (por exemplo, gráficos, infográficos).
K-2;Pensamento computacional;Dados;K-2.CT.c.5;Explique que os computadores podem armazenar informações como dados que podem ser armazenados, pesquisados, recuperados e excluídos.
K-2;Pensamento computacional;Programação e desenvolvimento;K-2.CT.d.1;Defina um programa de computador como um conjunto de comandos criados por pessoas para realizar alguma tarefa.
K-2;Pensamento computacional;Programação e desenvolvimento;K-2.CT.d.2;Explique que os computadores apenas seguem as instruções do programa.
K-2;Pensamento computacional;Programação e desenvolvimento;K-2.CT.d.3;"Criar individualmente ou em colaboração um programa simples usando instruções visuais ou ferramentas que não exigem uma linguagem de programação textual (por exemplo, atividades de programação ""desconectadas"", uma linguagem de programação baseada em blocos)."
K-2;Pensamento computacional;Modelagem e simulação;K-2.CT.e.1;Descreva como os modelos representam um sistema da vida real (por exemplo, globo terrestre, mapa, sistema solar, modelo digital de elevação, mapa meteorológico).
K-2;Pensamento computacional;Modelagem e simulação;K-2.CT.e.2;Defina simulação e identifique os conceitos ilustrados por uma simulação simples (por exemplo, crescimento e saúde, ciclo de vida da borboleta).
 3-5;Computação e sociedade;Segurança e proteção;3-5.CAS.a.1;Descreva como utilizar a ergonomia adequada (por exemplo, posição do corpo, iluminação, posicionamento do equipamento, fazer pausas) ao usar dispositivos.
 3-5;Computação e sociedade;Segurança e proteção;3-5.CAS.a.2;Descreva as ameaças ao uso seguro e eficiente de dispositivos (por exemplo, SPAM, spyware, phishing, vírus) associadas a várias formas de uso da tecnologia (por exemplo, baixar e executar programas de software, seguir hiperlinks, abrir arquivos).
 3-5;Computação e sociedade;Segurança e proteção;3-5.CAS.a.3;Identificar usos apropriados e inapropriados da tecnologia ao publicar em redes sociais, enviar e-mails ou mensagens de texto e navegar na internet.
 3-5;Computação e sociedade;Segurança e proteção;3-5.CAS.a.4;Explique o uso e o funcionamento adequados das tecnologias de segurança (por exemplo, senhas, software de proteção antivírus, filtros de spam, bloqueadores de pop-ups, cookies).
 3-5;Computação e sociedade;Segurança e proteção;3-5.CAS.a.5;Descreva maneiras de empregar práticas seguras e evitar os riscos/perigos potenciais associados a várias formas de comunicação online, downloads, links, compras pela internet, anúncios e conteúdo inadequado em ambientes restritos.
 3-5;Computação e sociedade;Segurança e proteção;3-5.CAS.a.6;Identifique os diferentes tipos de cyberbullying (por exemplo, assédio, insultos, exclusão de pessoas, divulgação e falsificação de identidade).
 3-5;Computação e sociedade;Segurança e proteção;3-5.CAS.a.7;Explique que, caso se deparem com cyberbullying ou outros conteúdos inadequados, devem informar imediatamente um adulto responsável (por exemplo, um professor ou um dos pais).
 3-5;Computação e sociedade;Ética e leis;3-5.CAS.b.1;Demonstrar o uso responsável de computadores, dispositivos periféricos e recursos, conforme descrito nas normas da escola (Política de Uso Aceitável [PUA]).
 3-5;Computação e sociedade;Ética e leis;3-5.CAS.b.2;Descreva a diferença entre artefatos digitais que são abertos ou gratuitos e aqueles que são protegidos por direitos autorais.
 3-5;Computação e sociedade;Ética e leis;3-5.CAS.b.3;Explique as diretrizes para o uso justo no que diz respeito ao download, compartilhamento ou modificação de artefatos digitais.
 3-5;Computação e sociedade;Ética e leis;3-5.CAS.b.4;Descreva a finalidade dos direitos autorais e as possíveis consequências do uso indevido de artefatos digitais protegidos por direitos autorais.
 3-5;Computação e sociedade;Ética e leis;3-5.CAS.b.5;Explique que existem leis (por exemplo, a Seção 508 da Lei de Telecomunicações de 1996) que ajudam a garantir que pessoas com deficiência possam acessar tecnologias eletrônicas e de informação.
 3-5;Computação e sociedade;Impacto interpessoal e social;3-5.CAS.c.1;Explique as diferentes formas de publicidade na web (por exemplo, anúncios de pesquisa, anúncios de pagamento por clique, banners, anúncios direcionados, anúncios em jogos, anúncios por e-mail).
 3-5;Computação e sociedade;Impacto interpessoal e social;3-5.CAS.c.2;Explique por que sites, recursos digitais e artefatos podem incluir anúncios e coletar informações pessoais.
 3-5;Computação e sociedade;Impacto interpessoal e social;3-5.CAS.c.3;Defina a exclusão digital como o acesso desigual à tecnologia com base em diferenças como renda, educação, idade e localização geográfica.
 3-5;Computação e sociedade;Impacto interpessoal e social;3-5.CAS.c.4;Use o pensamento crítico para explicar como o acesso à tecnologia ajuda a capacitar indivíduos e grupos (por exemplo, dando-lhes acesso à informação, a capacidade de se comunicar com outras pessoas em todo o mundo e permitindo-lhes comprar e vender coisas).
 3-5;Computação e sociedade;Impacto interpessoal e social;3-5.CAS.c.5;Identifique recursos comunitários que possam fornecer às pessoas acesso à tecnologia (por exemplo, bibliotecas, centros comunitários, programas educacionais, escolas, programas de doação de hardware e software).
 3-5;Computação e sociedade;Impacto interpessoal e social;3-5.CAS.c.6;Identifique as formas como as pessoas com deficiência acessam e utilizam a tecnologia (por exemplo, reprodutores e gravadores de áudio, sistemas de escuta FM, lupas).
 3-5;Computação e sociedade;Impacto interpessoal e social;3-5.CAS.c.7;Identificar o impacto das redes sociais e do cyberbullying nos indivíduos, nas famílias e na sociedade.
 3-5;Ferramentas digitais e colaboração;Ferramentas digitais;3-5.DTC.a.1;Digite cinco palavras por minuto, de acordo com o nível escolar (por exemplo, para o quinto ano, digite 25 palavras por minuto).
 3-5;Ferramentas digitais e colaboração;Ferramentas digitais;3-5.DTC.a.2;Navegue entre ambientes locais, em rede ou online/na nuvem e transfira arquivos entre eles (upload/download).
 3-5;Ferramentas digitais e colaboração;Ferramentas digitais;3-5.DTC.a.3;Utilizar ferramentas digitais (locais e online) para manipular e publicar artefatos multimídia.
 3-5;Ferramentas digitais e colaboração;Colaboração e comunicação;3-5.DTC.b.1;Comunicar ideias e detalhes importantes individualmente ou em colaboração de forma a informar, persuadir e/ou entreter, utilizando ferramentas digitais e recursos multimídia.
 3-5;Ferramentas digitais e colaboração;Colaboração e comunicação;3-5.DTC.b.2;Colaborar através de ferramentas digitais online sob a supervisão do professor.
 3-5;Ferramentas digitais e colaboração;Investigação;3-5.DTC.c.1;Identificar fontes de informação digitais para responder a perguntas de pesquisa (por exemplo, catálogo online da biblioteca, enciclopédias online, bases de dados, websites).
 3-5;Ferramentas digitais e colaboração;Investigação;3-5.DTC.c.2;Realize buscas para localizar informações usando duas ou mais palavras-chave e técnicas para refinar e limitar essas buscas.
 3-5;Ferramentas digitais e colaboração;Investigação;3-5.DTC.c.3;Avalie as fontes digitais em termos de precisão, relevância e pertinência.
 3-5;Ferramentas digitais e colaboração;Investigação;3-5.DTC.c.4;Reunir e organizar informações de fontes digitais, citando, parafraseando e/ou resumindo.
 3-5;Ferramentas digitais e colaboração;Investigação;3-5.DTC.c.5;Crie um artefato que responda a uma pergunta de pesquisa e comunique claramente pensamentos e ideias.
 3-5;Ferramentas digitais e colaboração;Investigação;3-5.DTC.c.6;Cite as fontes textuais utilizando um formato adotado pela escola ou distrito.
 3-5;Ferramentas digitais e colaboração;Investigação;3-5.DTC.c.7;Forneça informações básicas sobre as fontes (por exemplo, URL [Uniform Resource Locator], data de acesso) para fontes que não sejam baseadas em texto (por exemplo, imagens, áudio, vídeo).
 3-5;Sistemas de computador;dispositivos de computador;3-5.CS.a.1;Identificar uma ampla gama de dispositivos computacionais (por exemplo, computadores, smartphones, tablets, robôs, têxteis eletrônicos) e seus usos apropriados.
 3-5;Sistemas de computador;dispositivos de computador;3-5.CS.a.2;Descreva a função e a finalidade de vários dispositivos de entrada e saída (por exemplo, monitor, teclado, alto-falantes, controlador, sondas, sensores, transmissores Bluetooth, sintetizadores).
 3-5;Sistemas de computador;dispositivos de computador;3-5.CS.a.3;Demonstrar um nível adequado de competência (conectar e registrar dados, imprimir, enviar comandos, conectar-se à Internet, pesquisar) no uso de diversos dispositivos computacionais (por exemplo, sondas, sensores, impressoras, robôs, computadores).
 3-5;Sistemas de computador;dispositivos de computador;3-5.CS.a.4;Identificar e resolver problemas simples de hardware e software que podem ocorrer durante o uso diário (por exemplo, energia, conexões, janela do aplicativo ou barra de ferramentas).
 3-5;Sistemas de computador;dispositivos de computador;3-5.CS.a.5;Descreva as diferenças entre hardware e software.
 3-5;Sistemas de computador;dispositivos de computador;3-5.CS.a.6;Identifique e explique que algumas funções do computador estão sempre ativas (por exemplo, a função de localização em smartphones).
 3-5;Sistemas de computador;Parcerias entre humanos e computadores;3-5.CS.b.1;Compare e contraste o desempenho humano e o desempenho do computador em tarefas semelhantes (por exemplo, ordenar em ordem alfabética, encontrar um caminho em uma sala bagunçada) para entender qual é o mais adequado para a tarefa.
 3-5;Sistemas de computador;Parcerias entre humanos e computadores;3-5.CS.b.2;Explique como o hardware e os aplicativos (por exemplo, navegação GPS para obter instruções de direção, tradução de texto em fala, tradução de idiomas) podem permitir que todos, incluindo pessoas com deficiência, façam coisas que de outra forma não poderiam fazer.
 3-5;Sistemas de computador;Parcerias entre humanos e computadores;3-5.CS.b.3;"Explique as vantagens e limitações da tecnologia (por exemplo, um corretor ortográfico pode verificar milhares de palavras mais rapidamente do que um humano conseguiria procurá-las; no entanto, um corretor ortográfico pode não saber se ""underserved"" está correto ou se o autor pretendia escrever ""undeserved"")."
 3-5;Sistemas de computador;Redes;3-5.CS.c.1;Descreva como uma rede é composta por uma variedade de componentes e identifique os componentes comuns (por exemplo, links, nós, dispositivos de rede).
 3-5;Sistemas de computador;Redes;3-5.CS.c.2;Descreva a necessidade de autenticação de usuários e dispositivos em relação a permissões de acesso, privacidade e segurança.
 3-5;Sistemas de computador;Redes;3-5.CS.c.3;Defina e explique por que os dispositivos são numerados/rotulados em redes (por exemplo, o Localizador Uniforme de Recursos [URL] da World Wide Web, o endereço do Protocolo da Internet [IP], o Código de Acesso à Máquina [MAC]).
 3-5;Sistemas de computador;Redes;3-5.CS.c.4;Reconheça que existem muitas fontes e meios de acessar informações dentro de uma rede (por exemplo, sites, protocolos de e-mail, mecanismos de busca).
 3-5;Sistemas de computador;Serviços;3-5.CS.d.1;Identifique serviços comuns (por exemplo, aplicativos de rotas que acessam serviços de mapas remotos, assistentes pessoais digitais que acessam serviços de informação remotos).
 3-5;Pensamento computacional;Abstração;3-5.CT.a.1;Utilize números ou letras para representar informações de outra forma (por exemplo, códigos secretos, numerais romanos, abreviações).
 3-5;Pensamento computacional;Abstração;3-5.CT.a.2;Organize as informações de diferentes maneiras para torná-las mais úteis/relevantes (por exemplo, ordenando-as, em tabelas).
 3-5;Pensamento computacional;Abstração;3-5.CT.a.3;Faça uma lista de subproblemas a serem considerados ao abordar um problema maior.
 3-5;Pensamento computacional;Algoritmos;3-5.CT.b.1;Defina um algoritmo como uma sequência de instruções que pode ser processada por um computador.
 3-5;Pensamento computacional;Algoritmos;3-5.CT.b.2;Reconheça que existem soluções diferentes para o mesmo problema (ou subproblema).
 3-5;Pensamento computacional;Algoritmos;3-5.CT.b.3;Utilize o raciocínio lógico para prever os resultados de um algoritmo.
 3-5;Pensamento computacional;Algoritmos;3-5.CT.b.4;Criar individualmente e em colaboração um algoritmo para resolver um problema (por exemplo, mover um personagem/robô/pessoa através de um labirinto).
 3-5;Pensamento computacional;Algoritmos;3-5.CT.b.5;Detectar e corrigir erros lógicos em diversos algoritmos (por exemplo, escritos, mapeados, de ação ao vivo ou digitais).
 3-5;Pensamento computacional;Dados;3-5.CT.c.1;Descreva exemplos de bases de dados do dia a dia (por exemplo, catálogos de bibliotecas, registros escolares, listas telefônicas, listas de contatos).
 3-5;Pensamento computacional;Dados;3-5.CT.c.2;Coletar e manipular dados individualmente e em colaboração para responder a uma pergunta, utilizando uma variedade de métodos computacionais (por exemplo, classificação, totalização, cálculo de médias) e ferramentas (como uma planilha eletrônica) para coletar, organizar, representar graficamente e analisar dados.
 3-5;Pensamento computacional;Programação e desenvolvimento;3-5.CT.d.1;Criar, testar e modificar um programa individualmente e em colaboração num ambiente gráfico (por exemplo, uma linguagem de programação visual baseada em blocos).
 3-5;Pensamento computacional;Programação e desenvolvimento;3-5.CT.d.2;Utilize operadores aritméticos, condicionais e repetição em seus programas.
 3-5;Pensamento computacional;Programação e desenvolvimento;3-5.CT.d.3;Utilize a depuração interativa para detectar e corrigir erros simples de programa.
 3-5;Pensamento computacional;Programação e desenvolvimento;3-5.CT.d.4;Reconheça que os programas precisam de valores iniciais conhecidos (por exemplo, definir a pontuação inicial como zero em um jogo).
 3-5;Pensamento computacional;Modelagem e simulação;3-5.CT.e.1;Individualmente e em grupo, criem um modelo simples de um sistema (por exemplo, o ciclo da água, o sistema solar) e expliquem o que o modelo mostra e o que ele não mostra.
 3-5;Pensamento computacional;Modelagem e simulação;3-5.CT.e.2;Identifique os conceitos, características e comportamentos ilustrados por uma simulação (por exemplo, movimento de objetos, clima, ecossistema, predador/presa) e aqueles que não foram incluídos.
 3-5;Pensamento computacional;Modelagem e simulação;3-5.CT.e.3;Utilize dados de simulação individualmente e em colaboração para responder a uma pergunta.
 6-8;Computação e sociedade;Segurança e proteção;6-8.CAS.a.1;Identificar ameaças e proteger ativamente dispositivos e redes contra vírus, intrusões, vandalismo e outras atividades maliciosas.
 6-8;Computação e sociedade;Segurança e proteção;6-8.CAS.a.2;Descreva como o cyberbullying pode ser prevenido e gerenciado.
 6-8;Computação e sociedade;Segurança e proteção;6-8.CAS.a.3;Explique a relação entre a persistência de dados na Internet, a identidade pessoal online e a privacidade pessoal.
 6-8;Computação e sociedade;Segurança e proteção;6-8.CAS.a.4;Descrever e utilizar práticas seguras, adequadas e responsáveis (netiqueta) ao participar em comunidades online (por exemplo, grupos de discussão, blogs, redes sociais).
 6-8;Computação e sociedade;Segurança e proteção;6-8.CAS.a.5;Diferencie entre conteúdo apropriado e inapropriado na Internet.
 6-8;Computação e sociedade;Ética e leis;6-8.CAS.b.1;Explique como a legislação de direitos autorais e licenciamento protege o proprietário da propriedade intelectual.
 6-8;Computação e sociedade;Ética e leis;6-8.CAS.b.2;Explique as possíveis consequências da violação das leis de propriedade intelectual e do plágio.
 6-8;Computação e sociedade;Ética e leis;6-8.CAS.b.3;Aplique o princípio do uso justo ao utilizar materiais protegidos por direitos autorais (por exemplo, imagens, músicas, vídeos, textos).
 6-8;Computação e sociedade;Ética e leis;6-8.CAS.b.4;Identifique as consequências legais do envio ou recebimento de conteúdo inadequado (por exemplo, cyberbullying, assédio, sexting).
 6-8;Computação e sociedade;Ética e leis;6-8.CAS.b.5;Diferencie entre licenças de software proprietário e de código aberto e sua aplicabilidade a diferentes tipos de software e mídia.
 6-8;Computação e sociedade;Ética e leis;6-8.CAS.b.6;Demonstrar conformidade com a Política de Uso Aceitável (PUA) da escola.
 6-8;Computação e sociedade;Ética e leis;6-8.CAS.b.7;Identificar contratos de licença de software e permissões de aplicativos.
 6-8;Computação e sociedade;Ética e leis;6-8.CAS.b.8;Explique os objetivos positivos e maliciosos da prática de hacking.
 6-8;Computação e sociedade;Ética e leis;6-8.CAS.b.9;Licencie o conteúdo original e estenda a licença para compartilhá-lo em domínio público (por exemplo, Creative Commons).
 6-8;Computação e sociedade;Impacto interpessoal e social;6-8.CAS.c.1;Descreva os eventos atuais e as tecnologias emergentes na área da computação, bem como os efeitos que podem ter na educação, no ambiente de trabalho, nos indivíduos, nas comunidades e na sociedade global.
 6-8;Computação e sociedade;Impacto interpessoal e social;6-8.CAS.c.2;Identificar e discutir as competências tecnológicas necessárias na sala de aula e no local de trabalho, e como satisfazer essas necessidades.
 6-8;Computação e sociedade;Impacto interpessoal e social;6-8.CAS.c.3;Relacione a distribuição de recursos computacionais em uma sociedade global com questões de equidade, acesso e poder.
 6-8;Computação e sociedade;Impacto interpessoal e social;6-8.CAS.c.4;Avalie como a mídia e a tecnologia podem ser usadas para distorcer, exagerar e deturpar informações.
 6-8;Computação e sociedade;Impacto interpessoal e social;6-8.CAS.c.5;Avalie o viés das fontes de informação digitais, incluindo sites.
 6-8;Ferramentas digitais e colaboração;Ferramentas digitais;6-8.DTC.a.1;Identificar e explicar os pontos fortes, os pontos fracos e as capacidades de diversas ferramentas digitais.
 6-8;Ferramentas digitais e colaboração;Ferramentas digitais;6-8.DTC.a.2;Identifique os tipos de conteúdo associados a diferentes tipos de arquivos e explique por que existem diferentes tipos de arquivos (por exemplo, formatos para processamento de texto, imagens, música, desenhos tridimensionais).
 6-8;Ferramentas digitais e colaboração;Ferramentas digitais;6-8.DTC.a.3;Integre informações de múltiplos formatos de arquivo em um único artefato.
 6-8;Ferramentas digitais e colaboração;Ferramentas digitais;6-8.DTC.a.4;Utilize ferramentas avançadas individualmente e em colaboração para projetar e criar conteúdo online (por exemplo, portfólio digital, multimídia, blog, site).
 6-8;Ferramentas digitais e colaboração;Ferramentas digitais;6-8.DTC.a.5;Desenvolver e conduzir um questionário online individualmente e em colaboração.
 6-8;Ferramentas digitais e colaboração;Colaboração e comunicação;6-8.DTC.b.1;Comunicar e publicar ideias e detalhes importantes individualmente ou em colaboração, de forma a informar, persuadir e/ou entreter, utilizando uma variedade de ferramentas digitais e recursos multimídia.
 6-8;Ferramentas digitais e colaboração;Colaboração e comunicação;6-8.DTC.b.2;Colabore de forma síncrona e assíncrona por meio de ferramentas digitais online.
 6-8;Ferramentas digitais e colaboração;Colaboração e comunicação;6-8.DTC.b.3;Demonstrar a capacidade de comunicar eficazmente através de diversas ferramentas online (por exemplo, e-mail, redes sociais, mensagens de texto, comentários em blogs).
 6-8;Ferramentas digitais e colaboração;Investigação;6-8.DTC.c.1;Realize buscas avançadas para localizar informações usando uma variedade de fontes digitais (por exemplo, operadores booleanos, filtros como nível de leitura, tópico, tipo de mídia).
 6-8;Ferramentas digitais e colaboração;Investigação;6-8.DTC.c.2;Avalie a qualidade das fontes digitais em termos de confiabilidade, incluindo atualidade, relevância, autoridade, precisão e finalidade da informação digital.
 6-8;Ferramentas digitais e colaboração;Investigação;6-8.DTC.c.3;Coletar, organizar e analisar informações de fontes digitais, citando, parafraseando e/ou resumindo.
 6-8;Ferramentas digitais e colaboração;Investigação;6-8.DTC.c.4;Criar um artefato, individualmente e em colaboração, que responda a uma questão de pesquisa e comunique os resultados e as conclusões.
 6-8;Ferramentas digitais e colaboração;Investigação;6-8.DTC.c.5;Utilize ferramentas de citação digital para citar as fontes usando um formato adotado pela escola ou distrito (por exemplo, Modern Language Association [MLA]), incluindo a citação adequada para todas as fontes textuais e não textuais (por exemplo, imagens, áudio, vídeo).
 6-8;Sistemas de computador;dispositivos de computador;6-8.CS.a.1;Descreva as principais funções de um sistema operacional.
 6-8;Sistemas de computador;dispositivos de computador;6-8.CS.a.2;Reconheça que existe uma ampla variedade de softwares aplicativos.
 6-8;Sistemas de computador;dispositivos de computador;6-8.CS.a.3;Identificar e descrever a função das principais partes internas de um dispositivo computacional básico (por exemplo, placa-mãe, disco rígido, unidade central de processamento [CPU]).
 6-8;Sistemas de computador;dispositivos de computador;6-8.CS.a.4;Identificar e descrever a utilização de sensores, atuadores e sistemas de controle em um sistema embarcado (por exemplo, um robô, um tecido eletrônico, uma instalação de arte, uma sala inteligente).
 6-8;Sistemas de computador;dispositivos de computador;6-8.CS.a.5;Projetar e demonstrar, individualmente e em colaboração, o uso de um dispositivo (por exemplo, um robô, um tecido eletrônico) para realizar uma tarefa.
 6-8;Sistemas de computador;dispositivos de computador;6-8.CS.a.6;Utilize diversos dispositivos computacionais (por exemplo, sondas, sensores, dispositivos portáteis, Sistema de Posicionamento Global [GPS]) para coletar, analisar e apresentar informações individualmente e em colaboração para problemas relacionados ao conteúdo.
 6-8;Sistemas de computador;dispositivos de computador;6-8.CS.a.7;Identificar as etapas envolvidas no diagnóstico e na resolução de problemas rotineiros de hardware e software (por exemplo, energia, conexões, janela ou barra de ferramentas do aplicativo, cabos, portas, recursos de rede, vídeo, som) que ocorrem durante o uso diário do computador.
 6-8;Sistemas de computador;Parcerias entre humanos e computadores;6-8.CS.b.1;Explique por que alguns problemas podem ser resolvidos mais facilmente por computadores ou por humanos, com base em uma compreensão geral dos tipos de tarefas em que cada um se destaca.
 6-8;Sistemas de computador;Parcerias entre humanos e computadores;6-8.CS.b.2;"Descreva como humanos e máquinas interagem para resolver problemas que nenhum dos dois consegue resolver sozinho (por exemplo, experimentos de ""big data"" que envolvem tirar conclusões analisando grandes quantidades de dados)."
 6-8;Sistemas de computador;Redes;6-8.CS.c.1;Explique a diferença entre redes físicas (com fio), redes locais (LAN), redes de longa distância (WAN), redes sem fio e redes móveis.
 6-8;Sistemas de computador;Redes;6-8.CS.c.2;Modele os componentes de uma rede, incluindo dispositivos, roteadores, switches, cabos, fios e transponders.
 6-8;Sistemas de computador;Redes;6-8.CS.c.3;Descreva como a informação, tanto textual quanto não textual, é traduzida e comunicada entre dispositivos digitais através de uma rede de computadores.
 6-8;Sistemas de computador;Serviços;6-8.CS.d.1;Identifique as funcionalidades dos dispositivos que são habilitadas por meio de serviços (por exemplo, um dispositivo vestível que armazena dados de atividade física na nuvem, um dispositivo móvel que usa serviços de localização para navegação).
