Grau;Área;Emitir;Código;Descrição
Pré-escola ao 2º ano;Atividade física e condicionamento físico;Autogestão e definição de metas: estabelecer objetivos, adotar comportamentos que promovam a saúde e evitar comportamentos de risco.;2.2.PF.1;Demonstrar um conceito positivo de si mesmo, autoestima e confiança nas habilidades em uma variedade de contextos, incluindo a prática de novas habilidades de movimento, a demonstração de habilidades para colegas e a participação em jogos e atividades cooperativas e competitivas. [PE]
Pré-escola ao 2º ano;Atividade física e condicionamento físico;Autogestão e definição de metas: estabelecer objetivos, adotar comportamentos que promovam a saúde e evitar comportamentos de risco.;2.2.PF.2;Reconhecer as respostas corporais, as alterações fisiológicas no corpo e as emoções durante o movimento e a atividade física. [HPE]
Pré-escola ao 2º ano;Atividade física e condicionamento físico;Autogestão e definição de metas: estabelecer objetivos, adotar comportamentos que promovam a saúde e evitar comportamentos de risco.;2.2.PF.3;"Identificar e descrever pontos fortes e interesses relacionados à atividade física e habilidades motoras, bem como aqueles que exigem esforço e prática adicionais para alcançar o sucesso. [PE; SE]"
Pré-escola ao 2º ano;Atividade física e condicionamento físico;Autogestão e definição de metas: estabelecer objetivos, adotar comportamentos que promovam a saúde e evitar comportamentos de risco.;2.2.PF.4;"Demonstre comportamento pró-social e contribua para a criação e manutenção de ambientes de aprendizagem seguros e acolhedores. [PE; SE]"
Pré-escola ao 2º ano;Atividade física e condicionamento físico;Autogestão e definição de metas: estabelecer objetivos, adotar comportamentos que promovam a saúde e evitar comportamentos de risco.;2.2.PF.5;Participar com segurança em diversas situações de educação física, incluindo atividades individuais, em dupla e em grupo, com e sem equipamento. [PE]
Pré-escola ao 2º ano;Atividade física e condicionamento físico;Autogestão e definição de metas: estabelecer objetivos, adotar comportamentos que promovam a saúde e evitar comportamentos de risco.;2.2.PF.6;Identificar a atividade física como um hábito que promove a saúde e contribui para o bem-estar geral, e listar os benefícios desses hábitos para o bem-estar físico (por exemplo, atividades que fortalecem o coração e o sistema cardiovascular, contribuem para o condicionamento físico e o desenvolvimento muscular) e para a saúde mental (por exemplo, gestão do estresse). [HPE]
Pré-escola ao 2º ano;Atividade física e condicionamento físico;Autogestão e definição de metas: estabelecer objetivos, adotar comportamentos que promovam a saúde e evitar comportamentos de risco.;2.2.PF.7;Identificar oportunidades, dentro e fora do ambiente escolar, para brincadeiras e atividades físicas seguras e ativas que promovam a autoexpressão, a interação social, o prazer pessoal e o desafio. [PE]
Pré-escola ao 2º ano;Atividade física e condicionamento físico;Autogestão e definição de metas: estabelecer objetivos, adotar comportamentos que promovam a saúde e evitar comportamentos de risco.;2.2.PF.8;Estabeleça uma meta de atividade física de curto prazo que seja relevante para suas necessidades e habilidades específicas, tome medidas significativas para atingir essa meta e identifique pessoas em casa ou na escola que possam ajudar quando for necessário.
Pré-escola ao 2º ano;relacionamentos saudáveis;Consciência social, relacionamentos e habilidades de comunicação: aprimorando relacionamentos, saúde pessoal e a saúde dos outros por meio da consciência social e da comunicação eficaz.;2.3.HR.1;Defina bullying e provocação, explique as semelhanças e diferenças e como ambos podem ser prejudiciais.
Pré-escola ao 2º ano;relacionamentos saudáveis;Consciência social, relacionamentos e habilidades de comunicação: aprimorando relacionamentos, saúde pessoal e a saúde dos outros por meio da consciência social e da comunicação eficaz.;2.3.HR.2;"Defina e demonstre maneiras simples de comunicar limites pessoais e respeitar os limites dos outros, incluindo limites físicos, verbais, sexuais e emocionais (por exemplo, explique por que é importante dizer aos outros para não tocarem no seu corpo quando você não quer ser tocado e por que é importante parar de tocar em alguém quando essa pessoa indica que o contato não é bem-vindo). [HPE; SE]"
Pré-escola ao 2º ano;relacionamentos saudáveis;Consciência social, relacionamentos e habilidades de comunicação: aprimorando relacionamentos, saúde pessoal e a saúde dos outros por meio da consciência social e da comunicação eficaz.;2.3.HR.3;Explique como ninguém tem o direito de violar limites pessoais e demonstre uma recusa apropriada (por exemplo, contar a um adulto de confiança, dizer NÃO, sair da situação) quando alguém diz ou faz algo que não respeita os limites pessoais. [HPE]
Pré-escola ao 2º ano;relacionamentos saudáveis;Consciência social, relacionamentos e habilidades de comunicação: aprimorando relacionamentos, saúde pessoal e a saúde dos outros por meio da consciência social e da comunicação eficaz.;2.3.HR.4;"Identifique os grupos aos quais você pertence e reflita sobre as semelhanças e diferenças com os outros. [HPE; SE]"
Pré-escola ao 2º ano;relacionamentos saudáveis;Consciência social, relacionamentos e habilidades de comunicação: aprimorando relacionamentos, saúde pessoal e a saúde dos outros por meio da consciência social e da comunicação eficaz.;2.3.HR.5;"Reconhecer os benefícios e as estratégias de cooperação em diversos contextos (incluindo a educação física). [Educação Física e Educação Física; Educação Física e Educação Física]"
Pré-escola ao 2º ano;relacionamentos saudáveis;Consciência social, relacionamentos e habilidades de comunicação: aprimorando relacionamentos, saúde pessoal e a saúde dos outros por meio da consciência social e da comunicação eficaz.;2.3.HR.6;"Analise estereótipos, preconceitos, discriminação, igualdade e desigualdade, e como estes podem afetar relacionamentos e situações. [HPE; SE]"
Pré-escola ao 2º ano;relacionamentos saudáveis;Consciência social, relacionamentos e habilidades de comunicação: aprimorando relacionamentos, saúde pessoal e a saúde dos outros por meio da consciência social e da comunicação eficaz.;2.3.HR.7;Analisar os estereótipos de papéis de gênero e seus potenciais impactos em pessoas de todos os gêneros. [HPE]
Pré-escola ao 2º ano;relacionamentos saudáveis;Consciência social, relacionamentos e habilidades de comunicação: aprimorando relacionamentos, saúde pessoal e a saúde dos outros por meio da consciência social e da comunicação eficaz.;2.3.HR.8;"Reconhecer a diversidade, incluindo (mas não se limitando a) diferenças e tradições raciais, étnicas, religiosas, culturais e de deficiência, e demonstrar respeito pelos outros, bem como empatia e maneiras de tratar todas as pessoas com dignidade e respeito. [HPE; SE]"
Pré-escola ao 2º ano;relacionamentos saudáveis;Consciência social, relacionamentos e habilidades de comunicação: aprimorando relacionamentos, saúde pessoal e a saúde dos outros por meio da consciência social e da comunicação eficaz.;2.3.HR.9;"Demonstrar conhecimento e maneiras de mostrar respeito por diferentes estruturas familiares (por exemplo, famílias com pais heterossexuais, famílias com pais do mesmo sexo, famílias monoparentais, famílias intergeracionais, famílias adotivas, famílias de acolhimento). [HE; SE]"
Pré-escola ao 2º ano;relacionamentos saudáveis;Consciência social, relacionamentos e habilidades de comunicação: aprimorando relacionamentos, saúde pessoal e a saúde dos outros por meio da consciência social e da comunicação eficaz.;2.3.HR.10;"Prever como outra pessoa se sentirá em diversas situações e demonstrar comportamento compassivo e empático. [ELE; ELE MESMO]"
Pré-escola ao 2º ano;Saúde mental e emocional;Consciência social, relacionamentos e habilidades de comunicação: aprimorando relacionamentos, saúde pessoal e a saúde dos outros por meio da consciência social e da comunicação eficaz.;2.3.MH.1;"Identifique os motivos pelos quais é importante ter relacionamentos sociais positivos (por exemplo, emoções positivas, apoio e ajuda, alguém com quem brincar). [HPE; SE]"
Pré-escola ao 2º ano;Saúde mental e emocional;Consciência social, relacionamentos e habilidades de comunicação: aprimorando relacionamentos, saúde pessoal e a saúde dos outros por meio da consciência social e da comunicação eficaz.;2.3.MH.2;"Identificar e praticar estratégias para fazer e manter amizades e desenvolver relacionamentos positivos com os colegas (por exemplo, identificar e reconhecer os sentimentos dos outros, comunicar-se eficazmente, pedir ajuda). [HPE; SE]"
Pré-escola ao 2º ano;Saúde mental e emocional;Consciência social, relacionamentos e habilidades de comunicação: aprimorando relacionamentos, saúde pessoal e a saúde dos outros por meio da consciência social e da comunicação eficaz.;2.3.MH.3;"Identifique e pratique como conversar com adultos de confiança, pais/responsáveis e/ou familiares sobre seus sentimentos. [HPE; SE]ÿ"
Pré-escola ao 2º ano;Saúde mental e emocional;Consciência social, relacionamentos e habilidades de comunicação: aprimorando relacionamentos, saúde pessoal e a saúde dos outros por meio da consciência social e da comunicação eficaz.;2.3.MH.4;"Para expressar com eficácia necessidades, desejos e sentimentos por meio de ações verbais e não verbais. [HPE; SE]"
Pré-escola ao 2º ano;Saúde mental e emocional;Consciência social, relacionamentos e habilidades de comunicação: aprimorando relacionamentos, saúde pessoal e a saúde dos outros por meio da consciência social e da comunicação eficaz.;2.3.MH.5;"Demonstre respeito pelos sentimentos, direitos e propriedade dos outros. [HPE; SE]"
Pré-escola ao 2º ano;Saúde mental e emocional;Consciência social, relacionamentos e habilidades de comunicação: aprimorando relacionamentos, saúde pessoal e a saúde dos outros por meio da consciência social e da comunicação eficaz.;2.3.MH.6;"Demonstrar habilidades eficazes de escuta e comunicação, incluindo dar e receber elogios e feedback, individualmente e em contextos de grupo. [HPE; SE]"
Pré-escola ao 2º ano;Saúde mental e emocional;Consciência social, relacionamentos e habilidades de comunicação: aprimorando relacionamentos, saúde pessoal e a saúde dos outros por meio da consciência social e da comunicação eficaz.;2.3.MH.7;"Reconhecer e valorizar as diferenças individuais nos outros. [HPE; SE]"
Pré-escola ao 2º ano;Saúde mental e emocional;Consciência social, relacionamentos e habilidades de comunicação: aprimorando relacionamentos, saúde pessoal e a saúde dos outros por meio da consciência social e da comunicação eficaz.;2.3.MH.8;"Descreva qualidades positivas em si mesmo e nos outros. [HPE; SE]"
Pré-escola ao 2º ano;Saúde mental e emocional;Consciência social, relacionamentos e habilidades de comunicação: aprimorando relacionamentos, saúde pessoal e a saúde dos outros por meio da consciência social e da comunicação eficaz.;2.3.MH.9;"Identificar as razões pelas quais conflitos e desentendimentos podem surgir em diversas situações e estratégias para resolver mal-entendidos e gerenciar conflitos. [HPE; SE]"
Pré-escola ao 2º ano;Atividade física e condicionamento físico;Habilidades motoras: Demonstrar competência e conhecimento de uma variedade de formas de movimento, habilidades motoras, componentes e princípios da aptidão física para participar de atividades físicas úteis e promotoras da saúde, incluindo esportes e jogos.;2.4.PF.1;Demonstrar movimentos locomotores apropriados ao desenvolvimento (isto é, saltar, galopar, trotar, deslizar, pular, rolar e correr) e conceitos de movimento (isto é, deslocar-se em vários percursos, mostrar diferenciação de velocidade) em ambientes dinâmicos (por exemplo, incorporados em uma atividade de dança ou ritmo, aplicados durante brincadeiras ou atividades). [PE]
Pré-escola ao 2º ano;Atividade física e condicionamento físico;Habilidades motoras: Demonstrar competência e conhecimento de uma variedade de formas de movimento, habilidades motoras, componentes e princípios da aptidão física para participar de atividades físicas úteis e promotoras da saúde, incluindo esportes e jogos.;2.4.PF.2;Demonstrar diferentes níveis (baixo, médio e alto), uma variedade de relações com objetos (ou seja, acima, abaixo, ao redor, através) e a capacidade de variar a velocidade e a força durante o deslocamento. [PE]
Pré-escola ao 2º ano;Atividade física e condicionamento físico;Habilidades motoras: Demonstrar competência e conhecimento de uma variedade de formas de movimento, habilidades motoras, componentes e princípios da aptidão física para participar de atividades físicas úteis e promotoras da saúde, incluindo esportes e jogos.;2.4.PF.3;Demonstrar a capacidade de participar em atividades de movimento rítmico (por exemplo, movimentar-se no espaço pessoal e geral em resposta a ritmos ou batidas designados, drumball, dança). [PE]
Pré-escola ao 2º ano;Atividade física e condicionamento físico;Habilidades motoras: Demonstrar competência e conhecimento de uma variedade de formas de movimento, habilidades motoras, componentes e princípios da aptidão física para participar de atividades físicas úteis e promotoras da saúde, incluindo esportes e jogos.;2.4.PF.4;Demonstrar saltos e aterrissagens adequados ao desenvolvimento (ou seja, usando uma variedade de decolagens e aterrissagens com um e dois pés, e habilidades de salto com corda). [PE]
Pré-escola ao 2º ano;Atividade física e condicionamento físico;Habilidades motoras: Demonstrar competência e conhecimento de uma variedade de formas de movimento, habilidades motoras, componentes e princípios da aptidão física para participar de atividades físicas úteis e promotoras da saúde, incluindo esportes e jogos.;2.4.PF.5;Demonstrar habilidades de estabilidade, mantendo o equilíbrio e transferindo o peso (de uma parte do corpo para outra) em diferentes bases de apoio, combinando níveis e formas. [PE]
Pré-escola ao 2º ano;Atividade física e condicionamento físico;Habilidades motoras: Demonstrar competência e conhecimento de uma variedade de formas de movimento, habilidades motoras, componentes e princípios da aptidão física para participar de atividades físicas úteis e promotoras da saúde, incluindo esportes e jogos.;2.4.PF.6;Demonstrar ações corporais estacionárias apropriadas para o desenvolvimento em ambientes não dinâmicos.
Pré-escola ao 2º ano;Atividade física e condicionamento físico;Habilidades motoras: Demonstrar competência e conhecimento de uma variedade de formas de movimento, habilidades motoras, componentes e princípios da aptidão física para participar de atividades físicas úteis e promotoras da saúde, incluindo esportes e jogos.;2.4.PF.7;Demonstrar habilidades de manipulação apropriadas para o desenvolvimento em diversos ambientes (ou seja, arremessar por baixo e por cima da cabeça em um ambiente não dinâmico, pegar, driblar com as mãos e os pés, quicar uma bola, volear, golpear, rolar uma bola em ambientes não dinâmicos ou dinâmicos e chutar). [PE]
Pré-escola ao 2º ano;Saúde mental e emocional;Autoconhecimento e análise de influência: examinar como as emoções, os pensamentos, as necessidades, os valores, as crenças e outros fatores (tanto internos quanto externos) influenciam os comportamentos e articular como essas influências impactam o comportamento e os resultados de saúde.;2.5.MH.1;"Reconhecer e nomear com precisão emoções simples (por exemplo, felicidade, tristeza, raiva, preocupação, solidão). [HPE; SE]"
Pré-escola ao 2º ano;Saúde mental e emocional;Autoconhecimento e análise de influência: examinar como as emoções, os pensamentos, as necessidades, os valores, as crenças e outros fatores (tanto internos quanto externos) influenciam os comportamentos e articular como essas influências impactam o comportamento e os resultados de saúde.;2.5.MH.2;"Explique que as emoções são informações e que as emoções pessoais podem ser iguais ou diferentes das emoções dos outros. [HPE; SE]"
Pré-escola ao 2º ano;Saúde mental e emocional;Autoconhecimento e análise de influência: examinar como as emoções, os pensamentos, as necessidades, os valores, as crenças e outros fatores (tanto internos quanto externos) influenciam os comportamentos e articular como essas influências impactam o comportamento e os resultados de saúde.;2.5.MH.3;"Demonstrar estratégias de regulação emocional para apoiar a saúde mental e emocional, sozinho ou com o apoio de um adulto. [HPE; SE]"
Pré-escola ao 2º ano;Saúde mental e emocional;Autoconhecimento e análise de influência: examinar como as emoções, os pensamentos, as necessidades, os valores, as crenças e outros fatores (tanto internos quanto externos) influenciam os comportamentos e articular como essas influências impactam o comportamento e os resultados de saúde.;2.5.MH.4;"Aceitar o fracasso e demonstrar a capacidade de perseverar apesar dos contratempos reais ou percebidos. [HPE; SE]"
Pré-escola ao 2º ano;Saúde mental e emocional;Autoconhecimento e análise de influência: examinar como as emoções, os pensamentos, as necessidades, os valores, as crenças e outros fatores (tanto internos quanto externos) influenciam os comportamentos e articular como essas influências impactam o comportamento e os resultados de saúde.;2.5.MH.5;"Demonstre práticas orientadas para o crescimento, tentando, repetindo e experimentando uma variedade de experiências e atividades. [HPE; SE]"
Pré-escola ao 2º ano;Saúde mental e emocional;Autoconhecimento e análise de influência: examinar como as emoções, os pensamentos, as necessidades, os valores, as crenças e outros fatores (tanto internos quanto externos) influenciam os comportamentos e articular como essas influências impactam o comportamento e os resultados de saúde.;2.5.MH.6;"Descreva seus pontos fortes pessoais e como eles contribuem para sua saúde mental. [HPE; SE]"
Pré-escola ao 2º ano;Saúde mental e emocional;Autoconhecimento e análise de influência: examinar como as emoções, os pensamentos, as necessidades, os valores, as crenças e outros fatores (tanto internos quanto externos) influenciam os comportamentos e articular como essas influências impactam o comportamento e os resultados de saúde.;2.5.MH.7;"Articular e celebrar as características individuais que tornam uma pessoa única e explicar que a forma como uma pessoa se vê pode ser influenciada por diferentes fatores (por exemplo, pares, mídia, cultura, família, fase da vida). [HPE; SE]"
Pré-escola ao 2º ano;Saúde mental e emocional;Autoconhecimento e análise de influência: examinar como as emoções, os pensamentos, as necessidades, os valores, as crenças e outros fatores (tanto internos quanto externos) influenciam os comportamentos e articular como essas influências impactam o comportamento e os resultados de saúde.;2.5.MH.8;"Demonstrar estratégias que ajudem todos os alunos a se sentirem acolhidos e valorizados como parte da comunidade escolar (por exemplo, brincadeiras cooperativas, escuta ativa, demonstração de interesse, compartilhamento). [HPE; SE]"
Pré-escola ao 2º ano;Saúde física e higiene;Busca de informações e recursos: acesso, avaliação e utilização de informações, produtos, serviços e recursos válidos e confiáveis relacionados à saúde.;2.6.PH.1;"Identificar profissionais de saúde escolares e comunitários, bem como recursos comunitários. [HPE; SE]"
Pré-escola ao 2º ano;Saúde física e higiene;Busca de informações e recursos: acesso, avaliação e utilização de informações, produtos, serviços e recursos válidos e confiáveis relacionados à saúde.;2.6.PH.2;Identificar indivíduos que possam auxiliar em problemas e condições de saúde com risco de vida (por exemplo, crises de asma, reações alérgicas, convulsões, concussões). [HE]
Pré-escola ao 2º ano;Uso e abuso de substâncias;Busca de informações e recursos: acesso, avaliação e utilização de informações, produtos, serviços e recursos válidos e confiáveis relacionados à saúde.;2.6.SU.1;Explique por que é importante usar medicamentos com e sem receita médica de forma correta e segura, e os riscos da ingestão de substâncias tóxicas domésticas (como água sanitária e detergente para roupas) e do uso indevido de produtos domésticos.
Pré-escola ao 2º ano;Uso e abuso de substâncias;Busca de informações e recursos: acesso, avaliação e utilização de informações, produtos, serviços e recursos válidos e confiáveis relacionados à saúde.;2.6.SU.2;Identifique adultos de confiança em casa e na escola (por exemplo, enfermeira escolar, orientador vocacional) que possam conversar sobre regras e práticas relacionadas ao uso de medicamentos (por exemplo, tomar medicamentos somente com a ajuda de um adulto, tomar somente medicamentos prescritos).
Pré-escola ao 2º ano;Saúde física e higiene;Autodefesa e promoção da saúde: Promovendo a saúde e o bem-estar pessoal, familiar e comunitário.;2.7.PH.1;Demonstrar hábitos de higiene pessoal e outros comportamentos que previnam a propagação de doenças (incluindo doenças transmitidas por alimentos) e infecções. [HPE]
Pré-escola ao 2º ano;Saúde física e higiene;Autodefesa e promoção da saúde: Promovendo a saúde e o bem-estar pessoal, familiar e comunitário.;2.7.PH.2;Descreva hábitos de saúde pessoal (por exemplo, escovar os dentes e usar fio dental, higiene, lavar as mãos, dormir o suficiente, proteção solar, atividade física, limitar o tempo de tela) que podem prevenir doenças e promover o autocuidado e a saúde em geral. [HPE]
Pré-escola ao 2º ano;Saúde física e higiene;Autodefesa e promoção da saúde: Promovendo a saúde e o bem-estar pessoal, familiar e comunitário.;2.7.PH.3;Autodefesa para atender às necessidades de saúde pessoal (por exemplo, necessidade de lavar as mãos, solicitar proteção solar, acessar banheiros). [HPE]
Pré-escola ao 2º ano;Saúde física e higiene;Autodefesa e promoção da saúde: Promovendo a saúde e o bem-estar pessoal, familiar e comunitário.;2.7.PH.4;Reconhecer como as ações de outras pessoas podem afetar a saúde física (por exemplo, a propagação de germes) e incentivar os colegas a fazerem escolhas positivas em relação a hábitos de saúde física e estratégias de prevenção. [HPE]
Pré-escola ao 2º ano;Saúde pública, comunitária e ambiental;Autodefesa e promoção da saúde: Promovendo a saúde e o bem-estar pessoal, familiar e comunitário.;2.7.CE.1;Identificar o impacto das atividades pessoais que contribuem, positiva ou negativamente, para o meio ambiente. [HE]
Pré-escola ao 2º ano;Saúde pública, comunitária e ambiental;Autodefesa e promoção da saúde: Promovendo a saúde e o bem-estar pessoal, familiar e comunitário.;2.7.CE.2;Identificar as formas como as comunidades onde as pessoas vivem podem afetar a sua saúde e bem-estar. [HPE]
Pré-escola ao 2º ano;Saúde pública, comunitária e ambiental;Autodefesa e promoção da saúde: Promovendo a saúde e o bem-estar pessoal, familiar e comunitário.;2.7.CE.3;Identificar estratégias para minimizar o impacto ambiental (por exemplo, reduzir, reutilizar, reciclar). [HE]
