Grado;Área;Tema;Código;Descripción
K;Geometría;Analizar, comparar, crear y componer formas.;KGB5;Modele formas en el mundo construyendo formas a partir de componentes (por ejemplo, palos y bolas de arcilla) y dibujando formas.
K;Geometría;Analizar, comparar, crear y componer formas.;KGB6;"Componer figuras simples para formar figuras más grandes. Por ejemplo, ""¿Puedes unir estos dos triángulos con sus lados completos para formar un rectángulo?"""
1;Operaciones y pensamiento algebraico;Representar y resolver problemas que involucren suma y resta.;1.OA.A.1;Usar la suma y la resta hasta 20 para resolver problemas de suma, resta, unión, separación y comparación con incógnitas en todas las posiciones. Por ejemplo, usando objetos, dibujos y ecuaciones (oraciones numéricas) con un símbolo para la incógnita que represente el problema. Véase el Glosario, Tabla 1.
1;Operaciones y pensamiento algebraico;Representar y resolver problemas que involucren suma y resta.;1.OA.A.2;Resolver problemas de palabras que requieran la suma de tres números enteros cuya suma sea menor o igual a 20, por ejemplo, utilizando objetos, dibujos y ecuaciones con un símbolo para el número desconocido para representar el problema.
1;Operaciones y pensamiento algebraico;Comprender y aplicar las propiedades de las operaciones y la relación entre la suma y la resta.;1.OA.B.3;Aplicar las propiedades de las operaciones a la suma. Por ejemplo, al sumar números, el orden no importa. Si se conoce 8 + 3 = 11, entonces también se conoce 3 + 8 = 11 (Propiedad conmutativa de la suma). Para sumar 2 + 6 + 4, se pueden sumar los dos siguientes números para formar una decena, por lo que 2 + 6 + 4 = 2 + 10 = 12 (Propiedad asociativa de la suma). Al sumar cero a un número, el resultado es el mismo número (Propiedad de identidad del cero para la suma). [Nota: No es necesario que los estudiantes usen términos formales para estas propiedades].
1;Operaciones y pensamiento algebraico;Comprender y aplicar las propiedades de las operaciones y la relación entre la suma y la resta.;1.OA.B.4; Entiende la resta como un problema de sumando incógnito. Por ejemplo, resta 10 ± 8 hallando el número que da 10 al sumarle 8.
1;Operaciones y pensamiento algebraico;Sumar y restar dentro de 20.;1.OA.C.5;Relacione el conteo con la suma y la resta (por ejemplo, contando desde 2 para sumar 2).
1;Operaciones y pensamiento algebraico;Sumar y restar dentro de 20.;1.OA.C.6;"Sumar y restar hasta 20, demostrando fluidez para sumar y restar hasta 10. Usar estrategias mentales como contar hacia adelante; hacer 10 (p. ej., 8 + 6 = 8 + 2 + 4 = 10 + 4 = 14); descomponer un número que lleve a 10 (p. ej., 13 ? 4 = 13 ? 3 ? 1 = 10 ? 1 = 9); usar la relación entre suma y resta (p. ej., sabiendo que 8 + 4 = 12, uno sabe 12 ? 8 = 4); y crear sumas equivalentes pero más fáciles o conocidas (p. ej., sumar 6 + 7 creando el equivalente conocido 6 + 6 + 1 = 12 + 1 = 13)."
1;Operaciones y pensamiento algebraico;Trabajar con ecuaciones de suma y resta.;1.OA.D.7;Comprende el significado del signo igual y determina si las ecuaciones que implican suma y resta son verdaderas o falsas. Por ejemplo, ¿cuáles de las siguientes ecuaciones son verdaderas y cuáles falsas? 6 = 6, 7 = 8 ? 1, 5 + 2 = 2 + 5, 4 + 1 = 5 + 2.
1;Operaciones y pensamiento algebraico;Trabajar con ecuaciones de suma y resta.;1.OA.D.8;Determinar el número entero desconocido en una ecuación de suma o resta que relaciona tres números enteros. Por ejemplo, determinar el número desconocido que hace que la ecuación sea verdadera en cada una de las ecuaciones: 8 + ? = 11, 5 = ? ? 3, 6 + 6 = ?
1;Números y operaciones en base diez;Ampliar la secuencia de conteo.;1.NBT.A.1;Contar hasta 120, comenzando con cualquier número menor que 120. En este rango, leer y escribir números y representar una cantidad de objetos con un número escrito.
1;Números y operaciones en base diez;Comprender el valor posicional.;1.NBT.B.2;Entiende que los dos dígitos de un número de dos dígitos representan decenas y unidades. Considera los siguientes casos especiales:
1;Números y operaciones en base diez;Comprender el valor posicional.;1.NBT.B.2.a;"El 10 puede considerarse como un conjunto de diez unidades, llamado ""decena""."
1;Números y operaciones en base diez;Comprender el valor posicional.;1.NBT.B.2.b;Los números del 11 al 19 se componen de una decena y uno, dos, tres, cuatro, cinco, seis, siete, ocho o nueve unos.
1;Números y operaciones en base diez;Comprender el valor posicional.;1.NBT.B.2.c;Los números 10, 20, 30, 40, 50, 60, 70, 80, 90 se refieren a uno, dos, tres, cuatro, cinco, seis, siete, ocho o nueve decenas (y 0 unidades).
1;Números y operaciones en base diez;Comprender el valor posicional.;1.NBT.B.3;Comparar dos números de dos dígitos basándose en los significados de los dígitos de las decenas y las unidades, registrando los resultados de las comparaciones con los símbolos >, = y <.
1;Números y operaciones en base diez;Utilice la comprensión del valor posicional y las propiedades de las operaciones para sumar y restar.;1.NBT.C.4;"Sumar hasta 100, incluyendo la suma de dos dígitos y uno de un dígito, y la suma de dos dígitos y un múltiplo de 10, utilizando modelos concretos o dibujos y estrategias basadas en el valor posicional, las propiedades de las operaciones y/o la relación entre la suma y la resta; relacionar la estrategia con un método escrito y explicar el razonamiento utilizado. Comprender que al sumar números de dos dígitos, se suman decenas y decenas, unidades y unidades; y que a veces es necesario formar una decena."
1;Números y operaciones en base diez;Utilice la comprensión del valor posicional y las propiedades de las operaciones para sumar y restar.;1.NBT.C.5;"Dado un número de dos dígitos, encuentre mentalmente 10 más o 10 menos que ese número, sin tener que contar; explique el razonamiento utilizado. Identifique patrones aritméticos de 10 más y 10 menos que usando estrategias basadas en el valor posicional."
1;Números y operaciones en base diez;Utilice la comprensión del valor posicional y las propiedades de las operaciones para sumar y restar.;1.NBT.C.6;"Restar múltiplos de 10 en el rango 10?90 de múltiplos de 10 en el rango 10?90 (diferencias positivas o cero), utilizando modelos concretos o dibujos y estrategias basadas en el valor posicional, propiedades de las operaciones y/o la relación entre la suma y la resta; relacionar la estrategia con un método escrito y explicar el razonamiento utilizado."
1;Medición y datos;Medir longitudes indirectamente e iterando unidades de longitud.;1.MD.A.1;"Ordene tres objetos por longitud; compare las longitudes de dos objetos indirectamente utilizando un tercer objeto."
1;Medición y datos;Medir longitudes indirectamente e iterando unidades de longitud.;1.MD.A.2;"Exprese la longitud de un objeto como un número entero de unidades de longitud, colocando varias copias de un objeto más corto (la unidad de longitud) una tras otra; comprenda que la longitud de un objeto se mide por el número de unidades de longitud del mismo tamaño que lo abarcan sin espacios ni superposiciones. Limítese a contextos donde el objeto medido esté abarcado por un número entero de unidades de longitud sin espacios ni superposiciones."
1;Medición y datos;Decir y escribir la hora.;1.MD.B.3;Decir y escribir la hora en horas y medias horas utilizando relojes analógicos y digitales.
1;Medición y datos;Representar e interpretar datos.;1.MD.C.4;"Organizar, representar e interpretar datos con hasta tres categorías; hacer y responder preguntas sobre el número total de puntos de datos, cuántos hay en cada categoría y cuántos más o menos hay en una categoría que en otra."
1;Medición y datos;Trabajar con dinero.;1.MD.D.5;Identificar los valores de todas las monedas estadounidenses y conocer sus valores comparativos (p. ej., una moneda de diez centavos vale más que una de cinco centavos). Encontrar valores equivalentes (p. ej., una moneda de cinco centavos equivale a cinco centavos). Usar la notación adecuada (p. ej., 69). Usar los valores de las monedas en las soluciones de problemas (hasta 100).
1;Geometría; Razonar con formas y sus atributos.;1.GA1;"Distinguir entre atributos definitorios (por ejemplo, los triángulos son cerrados y tienen tres lados) y atributos no definitorios (por ejemplo, color, orientación, tamaño general); construir y dibujar formas que posean atributos definitorios."
1;Geometría; Razonar con formas y sus atributos.;1.GA2;"Componer figuras bidimensionales (rectángulos, cuadrados, trapecios, triángulos, semicírculos y cuartos de círculo) o tridimensionales (cubos, prismas rectángulos, conos circulares rectos y cilindros circulares rectos) para crear una figura compuesta y, a partir de esta, crear nuevas figuras. [Nota: No es necesario que los estudiantes aprendan nombres formales como ""prisma rectángulo""]."
1;Geometría; Razonar con formas y sus atributos.;1.GA3;Divide círculos y rectángulos en dos y cuatro partes iguales, describe las partes usando las palabras mitades, cuartos y cuartos, y usa las frases mitad de, cuarto de y cuarto de. Describe el total como dos o cuatro de las partes. Comprende, para estos ejemplos, que al descomponer en partes más iguales se obtienen partes más pequeñas.
2;Operaciones y pensamiento algebraico;Representar y resolver problemas que involucren suma y resta.;2.OA.A.1;Utilice la suma y la resta hasta 100 para resolver problemas de uno y dos pasos que involucran situaciones de sumar, restar, unir, separar y comparar, con incógnitas en todas las posiciones. Por ejemplo, mediante dibujos y ecuaciones con un símbolo para la incógnita que represente el problema. Véase el Glosario, Tabla 1.
2;Operaciones y pensamiento algebraico;Sumar y restar dentro de 20.;2.OA.B.2;"Sumar y restar con fluidez hasta 20 usando estrategias mentales. Al finalizar 2.º grado, saber de memoria todas las sumas de dos números de un solo dígito y sus diferencias. Por ejemplo, la suma 6 + 5 = 11 tiene diferencias relacionadas de 11 ± 5 = 6 y 11 ± 6 = 5. [Nota: Estrategias como contar hacia adelante; formar decenas; descomponer un número; usar la relación entre la suma y la resta; y crear sumas equivalentes pero más fáciles o conocidas]."
2;Operaciones y pensamiento algebraico;Trabajar con grupos iguales de objetos para obtener bases para la multiplicación.;2.OA.C.3;"Determinar si un grupo de objetos (hasta 20) tiene un número par o impar de miembros, por ejemplo, emparejando objetos o contándolos de 2 en 2; escribir una ecuación para expresar un número par como suma de dos sumandos iguales."
2;Operaciones y pensamiento algebraico;Trabajar con grupos iguales de objetos para obtener bases para la multiplicación.;2.OA.C.4;"Utilice la suma para encontrar el número total de objetos dispuestos en matrices rectangulares con hasta cinco filas y hasta cinco columnas; escriba una ecuación para expresar el total como una suma de sumandos iguales."
2;Números y operaciones en base diez;Comprender el valor posicional.;2.NBT.A.1;"Entender que los tres dígitos de un número de tres dígitos representan centenas, decenas y unidades; por ejemplo, 706 equivale a 7 centenas, 0 decenas y 6 unidades. Entender los siguientes casos como casos especiales:"
2;Números y operaciones en base diez;Comprender el valor posicional.;2.NBT.A.1.a;"100 puede considerarse como un conjunto de diez decenas, llamado ""centena""."
2;Números y operaciones en base diez;Comprender el valor posicional.;2.NBT.A.1.b;Los números 100, 200, 300, 400, 500, 600, 700, 800, 900 se refieren a uno, dos, tres, cuatro, cinco, seis, siete, ocho o nueve centenas (y 0 decenas y 0 unidades).
2;Números y operaciones en base diez;Comprender el valor posicional.;2.NBT.A.2;"Cuente hasta 1000; cuente de 5 en 5, de 10 en 10 y de 100 en 100. Identifique patrones en el conteo salteado comenzando en cualquier número."
2;Números y operaciones en base diez;Comprender el valor posicional.;2.NBT.A.3;Leer y escribir números hasta 1000 utilizando números de base diez, nombres de números y forma desarrollada.
2;Números y operaciones en base diez;Comprender el valor posicional.;2.NBT.A.4;Compare dos números de tres dígitos basándose en los significados de los dígitos de las centenas, decenas y unidades, utilizando los símbolos >, = y < para registrar los resultados de las comparaciones.
2;Números y operaciones en base diez;Utilice la comprensión del valor posicional y las propiedades de las operaciones para sumar y restar.;2.NBT.B.5;Sumar y restar con fluidez hasta 100 utilizando estrategias basadas en el valor posicional, las propiedades de las operaciones y/o la relación entre la suma y la resta.
2;Números y operaciones en base diez;Utilice la comprensión del valor posicional y las propiedades de las operaciones para sumar y restar.;2.NBT.B.6;Sume hasta cuatro números de dos dígitos utilizando estrategias basadas en el valor posicional y las propiedades de las operaciones.
2;Números y operaciones en base diez;Utilice la comprensión del valor posicional y las propiedades de las operaciones para sumar y restar.;2.NBT.B.7;"Sumar y restar hasta 1000, utilizando modelos concretos o dibujos y estrategias basadas en el valor posicional, las propiedades de las operaciones y/o la relación entre la suma y la resta; relacionar la estrategia con un método escrito. Comprender que al sumar o restar números de tres dígitos, se suman o restan centenas con centenas, decenas con decenas, unidades con unidades; y a veces es necesario componer o descomponer decenas o centenas."
2;Números y operaciones en base diez;Utilice la comprensión del valor posicional y las propiedades de las operaciones para sumar y restar.;2.NBT.B.8;Sumar mentalmente 10 o 100 a un número dado 100–900, y restar mentalmente 10 o 100 de un número dado 100–900.
2;Números y operaciones en base diez;Utilice la comprensión del valor posicional y las propiedades de las operaciones para sumar y restar.;2.NBT.B.9;Explique por qué funcionan las estrategias de suma y resta, utilizando el valor posicional y las propiedades de las operaciones. [Nota: Las explicaciones pueden estar respaldadas por dibujos u objetos].
2;Medición y datos;Medir y estimar longitudes en unidades estándar.;2.MD.A.1;Mida la longitud de un objeto seleccionando y utilizando herramientas apropiadas, como reglas, varas de medir, reglas de un metro y cintas métricas.
2;Medición y datos;Medir y estimar longitudes en unidades estándar.;2.MD.A.2;"Mida la longitud de un objeto dos veces, utilizando unidades de longitud de diferentes longitudes para las dos medidas; describa cómo se relacionan las dos medidas con el tamaño de la unidad elegida."
2;Medición y datos;Medir y estimar longitudes en unidades estándar.;2.MD.A.3;Estimar longitudes utilizando unidades de pulgadas, pies, centímetros y metros.
2;Medición y datos;Medir y estimar longitudes en unidades estándar.;2.MD.A.4;Medida para determinar cuánto más largo es un objeto que otro, expresando la diferencia de longitud en términos de una unidad de longitud estándar.
2;Medición y datos;Relacione la suma y la resta con la longitud.;2.MD.B.5;Utilice la suma y la resta dentro de 100 para resolver problemas de palabras que involucran longitudes que se dan en las mismas unidades, por ejemplo, utilizando dibujos (como dibujos de reglas) y ecuaciones con un símbolo para el número desconocido para representar el problema.
2;Medición y datos;Relacione la suma y la resta con la longitud.;2.MD.B.6;Representar números enteros como longitudes desde 0 en un diagrama de línea numérica con puntos igualmente espaciados correspondientes a los números 0, 1, 2, ?, y representar sumas y diferencias de números enteros dentro de 100 en un diagrama de línea numérica.
2;Medición y datos;Trabajar con tiempo y dinero.;2.MD.C.7;Decir y escribir la hora de relojes analógicos y digitales a los cinco minutos más cercanos, utilizando am y pm
2;Medición y datos;Trabajar con tiempo y dinero.;2.MD.C.7.a;"Conozca las relaciones del tiempo, incluidos los segundos en un minuto, los minutos en una hora, las horas en un día, los días en una semana; los días en un mes y un año y el número aproximado de semanas en un mes y semanas en un año."
2;Medición y datos;Trabajar con tiempo y dinero.;2.MD.C.8; Resolver problemas con billetes de dólar, monedas de 25 centavos, monedas de 10 centavos, monedas de 5 centavos y monedas de un centavo (hasta $10), utilizando los símbolos $ y « adecuadamente y cantidades enteras en dólares. Por ejemplo, si tienes 2 monedas de 10 centavos y 3 monedas de un centavo, ¿cuántos centavos tienes? Si tienes $3 y 4 monedas de 25 centavos, ¿cuántos dólares o centavos tienes? (No se espera que los estudiantes usen notación decimal).
2;Medición y datos;Representar e interpretar datos.;2.MD.D.9;Genere datos de medición midiendo longitudes de varios objetos a la unidad entera más cercana o realizando mediciones repetidas del mismo objeto. Organice y registre los datos en un diagrama de líneas (diagrama de puntos) con la escala horizontal marcada en unidades enteras.
2;Medición y datos;Representar e interpretar datos.;2. Doctorado en Medicina 10;Dibuje una gráfica de imágenes y una gráfica de barras (con escala de una unidad) para representar un conjunto de datos con hasta cuatro categorías. Resuelva problemas sencillos de ensamblaje, desensamblaje y comparación utilizando la información presentada en una gráfica de barras. Véase el Glosario, Tabla 1.
2;Geometría;Razonar con formas y sus atributos.;2.GA1;Reconocer y dibujar figuras con atributos específicos, como un número determinado de ángulos o de caras iguales. Identificar triángulos, cuadrados, rectángulos, rombos, trapecios, pentágonos, hexágonos y cubos. [Nota: Los tamaños se comparan directa o visualmente, no midiendo].
2;Geometría;Razonar con formas y sus atributos.;2.GA2;Divide un rectángulo en filas y columnas de cuadrados del mismo tamaño y cuenta para encontrar el número total de ellos.
2;Geometría;Razonar con formas y sus atributos.;2.GA3;Divide círculos y rectángulos en dos, tres o cuatro partes iguales, describe las partes usando las palabras mitades, tercios, la mitad de, un tercio de, etc., y describe el entero como dos mitades, tres tercios, cuatro cuartos. Reconoce que las partes iguales de enteros idénticos no necesariamente tienen la misma forma.
3;Operaciones y pensamiento algebraico;Representar y resolver problemas que involucren multiplicación y división.;3.OA.A.1;"Interpretar productos de números enteros; por ejemplo, interpretar 5 x 7 como el número total de objetos en cinco grupos de siete objetos cada uno. Por ejemplo, describir un contexto en el que un número total de objetos pueda expresarse como 5 x 7."
3;Operaciones y pensamiento algebraico;Representar y resolver problemas que involucren multiplicación y división.;3.OA.A.2;"Interpretar cocientes de números enteros; por ejemplo, interpretar 56˜”˜8 como el número de objetos en cada porción cuando 56 objetos se dividen equitativamente en 8 porciones, o como un número de porciones cuando 56 objetos se dividen en porciones iguales de 8 objetos cada una. Por ejemplo, describir un contexto en el que un número de porciones o un número de grupos se pueda expresar como 56˜” 8."
3;Operaciones y pensamiento algebraico;Representar y resolver problemas que involucren multiplicación y división.;3.OA.A.3;"Utilice la multiplicación y la división hasta 100 para resolver problemas de texto en situaciones que involucran grupos iguales, matrices y cantidades de medición; por ejemplo, mediante dibujos y ecuaciones con un símbolo para la incógnita que represente el problema. Véase el Glosario, Tabla 2."
3;Operaciones y pensamiento algebraico;Representar y resolver problemas que involucren multiplicación y división.;3.OA.A.4; Determina la incógnita en una ecuación de multiplicación o división que relaciona tres números enteros. Por ejemplo, determina la incógnita que hace que la ecuación sea verdadera en cada una de las ecuaciones: 8 x ˜? = 48, 5 = ˜? ” 3, 6 x 6 = ?.˜
3;Operaciones y pensamiento algebraico;Comprender las propiedades de la multiplicación y la relación entre la multiplicación y la división.;3.OA.B.5;"Aplicar propiedades de operaciones para multiplicar. Por ejemplo: Al multiplicar números, el orden no importa. Si se conoce 6 x 4 = 24, entonces también se conoce 4 x 6 = 24 (Propiedad conmutativa de la multiplicación); El producto 3 x 5 x 2 se puede encontrar mediante 3 x 5 = 15, luego 15 x 2 = 30, o mediante 5 x 2 = 10, luego 3 x 10 = 30 (Propiedad asociativa de la multiplicación); Al multiplicar dos números, cualquiera de los dos puede descomponerse y multiplicarse; se puede encontrar 8 x 7 sabiendo que 7 = 5 + 2, que 8 x 5 = 40 y que 8 x 2 = 16, lo que resulta en 8 x (5 + 2) = (8 x 5) + (8 x 2) = 40 + 16 = 56 (Propiedad distributiva); Cuando un número se multiplica por 1, el resultado es el mismo número (propiedad de identidad del 1 para la multiplicación). [Nota: No es necesario que los estudiantes utilicen términos formales para estas propiedades. No se espera que los estudiantes utilicen notación distributiva]."
3;Operaciones y pensamiento algebraico;Comprender las propiedades de la multiplicación y la relación entre la multiplicación y la división.;3.OA.B.6;Entiende la división como un problema de incógnitas. Por ejemplo, encuentra 32˜” 8 hallando el número que da 32 al multiplicarlo por 8.
3;Operaciones y pensamiento algebraico;Multiplicar y dividir dentro de 100.;3.OA.C.7;Multiplicar y dividir con fluidez hasta 100, utilizando estrategias como la relación entre multiplicación y división (p. ej., sabiendo que 8 x 5 = 40, se sabe que 40 x 5 = 8) o las propiedades de las operaciones. Al finalizar 3.er grado, conocer de memoria todos los productos de dos números de un solo dígito y las operaciones de división relacionadas. Por ejemplo, el producto 4 x 7 = 28 tiene operaciones de división relacionadas: 28 x 7 = 4 y 28 x 4 = 7.
3;Operaciones y pensamiento algebraico;Resolver problemas que involucren las cuatro operaciones e identificar y explicar patrones en aritmética.;3.OA.D.8;Resolver problemas de dos pasos utilizando las cuatro operaciones para problemas con números enteros y respuestas enteras. Representar estos problemas mediante ecuaciones con una letra que represente la incógnita. Evaluar la razonabilidad de las respuestas mediante el cálculo mental y estrategias de estimación, incluyendo el redondeo. [Nota: Los estudiantes deben saber cómo realizar operaciones en el orden convencional cuando no hay paréntesis para especificar un orden particular (Orden de Operaciones)].
3;Operaciones y pensamiento algebraico;Resolver problemas que involucren las cuatro operaciones e identificar y explicar patrones en aritmética.;3.OA.D.9;Identificar patrones aritméticos (incluyendo patrones en la tabla de sumar o multiplicar) y explicarlos mediante las propiedades de las operaciones. Por ejemplo, observar que 4 veces un número siempre es par y explicar por qué 4 veces un número se puede descomponer en dos sumandos iguales.
3;Números y operaciones en base diez;Utilice la comprensión del valor posicional y las propiedades de las operaciones para realizar operaciones aritméticas de varios dígitos.;3.NBT.A.1;Utilice la comprensión del valor posicional para redondear números enteros al 10 o 100 más cercano. [Nota: Se puede utilizar una variedad de algoritmos].
